layer,air,stone,water,bedrock,andesite,diorite,dirt,granite,cave_air,gravel,coal_ore,grass_block,iron_ore,lava,sand,oak_leaves,sandstone,snow,redstone_ore,spruce_leaves,dark_oak_leaves,kelp_plant,birch_leaves,gold_ore,tall_seagrass,dark_oak_log,grass,seagrass,oak_planks,oak_log,infested_stone,kelp,lapis_ore,ice,diamond_ore,spruce_log,oak_fence,packed_ice,bubble_column,obsidian,birch_log,snow_block,rail,stone_bricks,cobblestone,red_mushroom_block,cobweb,clay,vine,tall_grass,mossy_stone_bricks,large_fern,emerald_ore,poppy,cracked_stone_bricks,mossy_cobblestone,magma_block,fern,dandelion,grass_path,acacia_leaves,brown_mushroom_block,spruce_planks,mushroom_stem,oak_stairs,lily_pad,dark_oak_planks,infested_stone_bricks,smooth_sandstone,azure_bluet,spruce_stairs,oxeye_daisy,rose_bush,cornflower,dead_bush,bone_block,dark_oak_stairs,lilac,stripped_spruce_log,white_tulip,pink_tulip,peony,allium,red_tulip,orange_tulip,sugar_cane,jungle_planks,stripped_spruce_wood,blue_ice,lily_of_the_valley,iron_bars,spruce_slab,cactus,acacia_log,spruce_fence,bookshelf,wall_torch,sweet_berry_bush,chest,spawner,chiseled_stone_bricks,farmland,cut_sandstone,sunflower,smooth_stone_slab,smooth_sandstone_slab,potatoes,oak_door,cobblestone_stairs,jungle_fence,glass_pane,sandstone_slab,jungle_stairs,pumpkin,iron_door,dark_oak_fence,birch_planks,jungle_slab,ladder,blue_orchid,dark_oak_slab,polished_granite,smooth_sandstone_stairs,white_terracotta,hay_block,stone_brick_stairs,oak_trapdoor,stone_button,lantern,spruce_door,brown_mushroom,wheat,red_mushroom,stripped_oak_log,jungle_button,dark_oak_trapdoor,spruce_trapdoor,oak_slab,terracotta,cobblestone_wall,torch,white_bed,white_carpet,stone_brick_slab,jungle_door,blue_bed,birch_stairs,birch_fence,carrots,furnace,birch_slab,diorite_wall,bricks,cauldron,sandstone_wall,bee_nest,end_portal_frame,composter,potted_cactus,yellow_bed,red_bed,light_gray_carpet,beetroots,sea_lantern,prismarine,green_bed,yellow_carpet,oak_pressure_plate,stripped_oak_wood,diorite_stairs,red_carpet,cyan_bed,infested_chiseled_stone_bricks,bell,dark_oak_door,jungle_trapdoor,lime_bed,crafting_table,infested_mossy_stone_bricks,lime_terracotta,polished_andesite,grindstone,oak_wall_sign,brewing_stand,redstone_torch,sandstone_stairs,lectern,stonecutter,cartography_table,loom,blast_furnace,melon_stem,fletching_table,potted_dead_bush,smooth_stone,potted_dandelion,white_wool,oak_fence_gate,spruce_fence_gate,white_glazed_terracotta,smithing_table,yellow_wool,blue_carpet,sea_pickle,smoker
84,3861785,132592,410,0,0,0,28372,0,2532,2315,1530,12713,0,21,891,13362,989,5048,0,5886,6072,0,3474,0,0,1699,323,0,0,716,0,0,0,0,0,608,0,495,0,0,332,254,0,0,29,112,0,0,191,4,0,36,0,54,0,0,0,18,46,0,0,0,0,19,0,0,0,0,0,5,0,0,0,0,1,0,0,1,0,0,0,4,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,3885605,121353,364,0,0,0,25807,0,1984,1984,1394,10829,0,20,722,10520,868,3987,0,4926,5418,0,2926,0,0,1560,274,0,0,551,0,0,0,41,0,472,0,425,0,0,301,223,0,0,1,129,0,0,132,2,0,20,0,40,0,0,0,5,32,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,3906183,110508,113,0,0,0,23684,0,1972,1593,1465,9940,0,23,499,8353,800,3199,0,3748,4823,0,2519,0,0,1397,263,0,0,405,0,0,0,0,0,387,0,357,0,0,256,151,0,0,0,135,0,0,69,2,0,12,0,32,0,0,0,5,15,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,3923662,100699,255,0,0,0,21593,0,1593,1417,1300,9417,0,18,341,6437,714,2647,0,2970,4484,0,2362,0,0,1227,242,0,0,319,0,0,0,0,0,302,0,308,0,0,231,93,0,0,0,108,0,0,40,0,0,8,0,22,0,0,0,2,8,0,0,90,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,3939279,92248,270,0,0,0,19631,0,1264,1257,1186,8448,0,12,240,4932,604,2320,0,2590,4040,0,2080,0,0,1050,183,0,0,262,0,0,0,0,0,259,0,282,0,0,213,87,0,0,0,112,0,0,21,0,0,10,0,26,0,0,0,4,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,3953339,83716,298,0,0,0,17692,0,1304,1195,1230,7909,0,10,185,3814,495,1935,0,2204,3422,0,1893,0,0,882,171,0,0,216,0,0,0,0,0,227,0,223,0,0,193,60,0,0,0,102,0,0,20,1,0,9,0,27,0,0,0,4,10,0,0,135,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,3965742,76508,199,0,0,0,15687,0,1448,1192,1064,6937,0,8,185,3218,401,1794,0,1919,3023,0,1775,0,0,732,138,0,0,187,0,0,0,0,0,199,0,151,0,0,163,52,0,0,0,106,0,0,15,1,0,8,0,15,0,0,0,10,7,0,0,45,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,3976579,70135,106,0,0,0,14324,0,1403,1269,942,5766,0,5,194,2744,370,1656,0,1734,2734,0,1441,0,0,575,161,0,0,157,0,0,0,0,0,177,0,121,0,0,143,48,0,0,0,96,0,0,7,0,0,8,0,20,0,0,0,10,8,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,3985763,64075,86,0,0,0,13091,0,993,1247,966,5449,0,5,225,2197,342,2029,0,1548,2431,0,1252,0,0,445,105,0,0,131,0,0,0,0,0,165,0,143,0,0,112,44,0,0,0,54,0,0,0,0,0,8,0,23,0,0,0,4,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,3994048,58664,305,0,0,0,11634,0,515,1023,841,5129,0,3,231,1916,315,2978,0,1358,1910,0,1019,0,0,317,107,0,0,96,0,0,0,10,0,151,0,160,0,0,85,53,0,0,0,30,0,0,0,0,0,12,0,15,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,4002353,53163,183,0,0,0,10671,0,605,848,665,4817,0,1,273,1450,244,3692,0,1234,1128,0,792,0,0,214,91,0,0,88,0,0,0,22,0,141,0,119,0,0,61,34,0,0,0,9,0,0,0,0,0,15,0,9,0,0,0,9,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,4009723,47641,93,0,0,0,10054,0,631,873,697,4275,0,1,273,1101,184,4441,0,1055,612,0,536,0,0,187,75,0,0,75,0,0,0,38,0,139,0,94,0,0,43,53,0,0,0,0,0,0,0,0,0,22,0,12,0,0,0,9,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,4015722,42648,135,0,0,0,9415,0,476,898,649,4074,0,1,280,1005,122,4757,0,1152,521,0,416,0,0,195,66,0,0,71,0,0,0,0,0,137,0,90,0,0,27,40,0,0,0,0,0,0,0,0,0,27,0,10,0,0,0,5,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,4021452,37657,125,0,0,0,8788,0,401,868,507,3845,0,1,253,829,76,5591,0,955,671,0,242,0,0,163,67,0,0,53,0,0,0,65,0,128,0,73,0,0,17,29,0,0,0,0,0,0,0,0,0,21,0,21,0,0,0,0,0,0,0,45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,4027871,33053,161,0,0,0,7869,0,485,715,438,3875,0,1,155,665,58,5326,0,988,632,0,136,0,0,130,56,0,0,50,0,0,0,13,0,113,0,61,0,0,10,13,0,0,0,0,0,0,0,0,0,9,0,10,0,0,0,0,2,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,4033975,28553,80,0,0,0,7645,0,494,533,326,3556,0,2,87,650,39,5066,0,966,499,0,78,0,0,95,46,0,0,29,0,0,0,44,0,97,0,59,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,4039948,24680,72,0,0,0,6988,0,339,370,267,3624,0,0,52,641,25,4492,0,726,371,0,38,0,0,70,45,0,0,22,0,0,0,18,0,87,0,56,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,4044983,21817,15,0,0,0,5711,0,268,257,294,3560,0,0,47,511,13,4160,0,692,345,0,32,0,0,48,55,0,0,20,0,0,0,0,0,71,0,32,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102,4049798,19216,8,0,0,0,5019,0,205,224,285,2741,0,0,46,340,0,3966,0,634,249,0,7,0,0,25,67,0,0,17,0,0,0,0,0,61,0,25,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103,4054161,16847,9,0,0,0,4708,0,134,224,261,2177,0,0,41,225,0,3094,0,775,143,0,5,0,0,9,33,0,0,14,0,0,0,0,0,52,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
104,4057712,14861,7,0,0,0,3648,0,147,278,273,2526,0,0,24,180,0,2503,0,610,63,0,0,0,0,4,33,0,0,10,0,0,0,0,0,42,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
105,4060373,12974,6,0,0,0,2893,0,157,351,211,1966,0,0,0,180,0,3275,0,443,24,0,0,0,0,0,23,0,0,9,0,0,0,0,0,40,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,4063674,11458,13,0,0,0,2619,0,154,328,163,1374,0,0,0,161,0,2477,0,424,4,0,0,0,0,0,32,0,0,13,0,0,0,0,0,34,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,4066124,10306,54,0,0,0,2340,0,144,268,149,1261,0,0,0,140,0,1805,0,291,0,0,0,0,0,0,9,0,0,13,0,0,0,0,0,32,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108,4067752,9234,6,0,0,0,2235,0,175,211,98,1145,0,0,0,183,0,1553,0,285,0,0,0,0,0,0,16,0,0,17,0,0,0,0,0,30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109,4069236,8366,6,0,0,0,2003,0,119,179,98,1075,0,0,0,149,0,1457,0,187,0,0,0,0,0,0,12,0,0,19,0,0,0,0,0,24,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,4070589,7560,7,0,0,0,1884,0,63,122,135,882,0,0,0,124,0,1344,0,168,0,0,0,0,0,0,24,0,0,12,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,4071807,6808,5,0,0,0,1735,0,28,134,149,796,0,0,0,147,0,1144,0,138,0,0,0,0,0,0,14,0,0,6,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
112,4072710,6163,5,0,0,0,1544,0,32,140,111,791,0,0,0,147,0,1048,0,208,0,0,0,0,0,0,14,0,0,6,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
113,4073788,5459,6,0,0,0,1292,0,37,150,83,721,0,0,0,134,0,1111,0,132,0,0,0,0,0,0,10,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
