RollID,Campaign,Episode,Time,Player,Character,Type of Roll,D20?,Total Roll,Natural Roll,Crit?,Notes,Source
28010,The Mighty Nein,135,00:57:51,Sam,Veth,Athletics,Yes,15,10,No,null,
28011,The Mighty Nein,135,00:57:54,Ashley,Yasha,Athletics,Yes,12,3,No,null,
28012,The Mighty Nein,135,00:57:55,Taliesin,Caduceus,Athletics,Yes,13,13,No,null,
28013,The Mighty Nein,135,00:57:56,Marisha,Beau,Athletics,Yes,20,10,No,null,
28014,The Mighty Nein,135,00:57:56,Travis,Fjord,Athletics,Yes,13,7,No,null,
28015,The Mighty Nein,135,01:01:20,Sam,Veth,Investigation,Yes,23,10,No,null,
28016,The Mighty Nein,135,01:02:29,Sam,Veth,Investigation,Yes,23,10,No,null,
28017,The Mighty Nein,135,01:03:00,Laura,Jester,Perception,Yes,null,null,No,disregarded due to advantage,
28018,The Mighty Nein,135,01:03:00,Laura,Jester,Perception,Yes,19,null,No,with Guidance,
28019,The Mighty Nein,135,01:05:10,Liam,Caleb,Investigation,Yes,19,8,No,null,
28020,The Mighty Nein,135,01:06:10,Taliesin,Caduceus,Perception,Yes,25,15,No,null,
28021,The Mighty Nein,135,01:07:45,Sam,Veth,Investigation,Yes,33,20,No,null,
28022,The Mighty Nein,135,01:09:31,Liam,Caleb,Investigation,Yes,28,17,No,null,
28023,The Mighty Nein,135,01:12:57,Laura,Jester,Perception,Yes,null,null,No,null,
28024,The Mighty Nein,135,01:12:57,Laura,Jester,Perception,Yes,26,null,No,null,
28025,The Mighty Nein,135,01:15:55,Marisha,Beau,Athletics,Yes,11,1,Yes,null,
28026,The Mighty Nein,135,01:15:55,Travis,Fjord,Athletics,Yes,9,3,No,null,
28027,The Mighty Nein,135,01:15:55,Laura,Jester,Athletics,Yes,21,18,No,null,
28028,The Mighty Nein,135,01:15:55,Sam,Veth,Athletics,Yes,15,10,No,null,
28029,The Mighty Nein,135,01:15:55,Taliesin,Caduceus,Athletics,Yes,10,10,No,null,
28030,The Mighty Nein,135,01:17:58,Taliesin,Caduceus,Perception,Yes,27,17,No,null,
28031,The Mighty Nein,135,01:19:32,Laura,Jester,Perception,Yes,9,4,No,null,
28032,The Mighty Nein,135,01:20:32,Sam,Veth,Stealth,Yes,null,null,No,disregarded due to advantage,
28033,The Mighty Nein,135,01:20:32,Sam,Veth,Stealth,Yes,26,11,No,null,
28034,The Mighty Nein,135,01:22:27,Taliesin,Caduceus,Insight,Yes,28,18,No,null,
28035,The Mighty Nein,135,01:29:26,Liam,Caleb,Athletics,Yes,5,4,No,null,
28036,The Mighty Nein,135,01:30:55,Ashley,Yasha,Athletics,Yes,10,1,Yes,null,
28037,The Mighty Nein,135,01:36:16,Travis,Fjord,Investigation,Yes,26,19,No,null,
28038,The Mighty Nein,135,01:39:18,Laura,Jester,Perception,Yes,null,null,No,disregarded due to advantage,
28039,The Mighty Nein,135,01:39:18,Laura,Jester,Perception,Yes,25,20,Yes,null,
28040,The Mighty Nein,135,01:42:10,Sam,Veth,Stealth,Yes,null,null,No,disregarded due to advantage,
28041,The Mighty Nein,135,01:42:10,Sam,Veth,Stealth,Yes,29,14,No,null,
28042,The Mighty Nein,135,01:44:28,Marisha,Beau,Perception,Yes,8,4,No,disregarded due to advantage,
28043,The Mighty Nein,135,01:44:28,Marisha,Beau,Perception,Yes,24,20,Yes,null,
28044,The Mighty Nein,135,01:49:09,Ashley,Yasha,Strength,Yes,null,null,No,disregarded due to advantage,
28045,The Mighty Nein,135,01:49:09,Ashley,Yasha,Strength,Yes,26,16,No,rolled as strength save,
28046,The Mighty Nein,135,02:32:19,Liam,Caleb,Perception,Yes,19,10,No,null,
28047,The Mighty Nein,135,02:40:21,Laura,Jester,Investigation,Yes,8,3,No,null,
28048,The Mighty Nein,135,02:41:56,Marisha,Beau,Investigation,Yes,17,3,No,null,
28049,The Mighty Nein,135,02:42:15,Marisha,Beau,Other,No,1,null,No,Guidance,
28050,The Mighty Nein,135,02:44:35,Travis,Fjord,Other,No,59,null,No,Rejuvenation Chamber,
28051,The Mighty Nein,135,02:55:40,Taliesin,Caduceus,Perception,Yes,26,16,No,null,
28052,The Mighty Nein,135,03:02:54,Laura,Jester,Initiative,Yes,22,18,No,null,
28053,The Mighty Nein,135,03:02:56,Sam,Veth,Initiative,Yes,22,17,No,null,
28054,The Mighty Nein,135,03:03:03,Ashley,Yasha,Initiative,Yes,null,null,No,disregarded due to advantage,
28055,The Mighty Nein,135,03:03:03,Ashley,Yasha,Initiative,Yes,20,17,No,null,
28056,The Mighty Nein,135,03:03:10,Marisha,Beau,Initiative,Yes,15,10,No,null,
28057,The Mighty Nein,135,03:03:10,Taliesin,Caduceus,Initiative,Yes,15,13,No,null,
28058,The Mighty Nein,135,03:03:12,Travis,Fjord,Initiative,Yes,15,15,No,null,
28059,The Mighty Nein,135,03:03:24,Liam,Caleb,Initiative,Yes,9,8,No,null,
28060,The Mighty Nein,135,03:05:43,Sam,Veth,Damage,No,28,null,No,null,
28061,The Mighty Nein,135,03:07:54,Ashley,Yasha,Attack,Yes,21,9,No,Holy Avenger against Nullifier,
28062,The Mighty Nein,135,03:08:25,Ashley,Yasha,Damage,No,33,null,No,Nullifier immune to radiant,
28063,The Mighty Nein,135,03:08:43,Ashley,Yasha,Attack,Yes,16,4,No,null,
28064,The Mighty Nein,135,03:12:44,Marisha,Beau,Attack,Yes,21,9,No,Belabor against Nullifier,
28065,The Mighty Nein,135,03:12:44,Marisha,Beau,Attack,Yes,22,10,No,Belabor against Nullifier,
28066,The Mighty Nein,135,03:12:54,Marisha,Beau,Damage,No,14,null,No,null,
28067,The Mighty Nein,135,03:13:08,Marisha,Beau,Damage,No,10,null,No,null,
28068,The Mighty Nein,135,03:13:37,Marisha,Beau,Attack,Yes,17,7,No,Unarmed Strike against Nullifier,
28069,The Mighty Nein,135,03:13:37,Marisha,Beau,Attack,Yes,18,8,No,Unarmed Strike against Nullifier,
28070,The Mighty Nein,135,03:13:58,Marisha,Beau,Damage,No,12,null,No,null,
28071,The Mighty Nein,135,03:13:58,Marisha,Beau,Damage,No,11,null,No,null,
28072,The Mighty Nein,135,03:15:58,Laura,Jester,d20,Yes,11,11,No,null,
28073,The Mighty Nein,135,03:16:47,Travis,Fjord,Wisdom Save,Yes,null,null,No,disregarded due to advantage,
28074,The Mighty Nein,135,03:16:47,Travis,Fjord,Wisdom Save,Yes,20,16,No,null,
28075,The Mighty Nein,135,03:17:47,Travis,Fjord,Spell Attack,Yes,17,7,No,Eldritch Blast against Nullifier,
28076,The Mighty Nein,135,03:17:51,Travis,Fjord,Spell Attack,Yes,15,5,No,Eldritch Blast against Nullifier,
28077,The Mighty Nein,135,03:17:54,Travis,Fjord,Spell Attack,Yes,20,10,No,Eldritch Blast against Nullifier,
28078,The Mighty Nein,135,03:18:00,Travis,Fjord,Damage,No,12,null,No,null,
28079,The Mighty Nein,135,03:18:06,Travis,Fjord,Damage,No,11,null,No,null,
28080,The Mighty Nein,135,03:20:25,Liam,Caleb,Spell Attack,Yes,24,14,No,Fire Bolt against Nullifier,
28081,The Mighty Nein,135,03:20:33,Liam,Caleb,Damage,No,13,null,No,null,
28082,The Mighty Nein,135,03:21:06,Sam,Veth,Wisdom Save,Yes,null,null,No,disregarded due to advantage,
28083,The Mighty Nein,135,03:21:06,Sam,Veth,Wisdom Save,Yes,25,null,No,with Bless,
28084,The Mighty Nein,135,03:21:27,Liam,Caleb,Wisdom Save,Yes,null,null,No,disregarded due to advantage,
28085,The Mighty Nein,135,03:21:27,Liam,Caleb,Wisdom Save,Yes,28,19,No,null,
28086,The Mighty Nein,135,03:22:01,Sam,Veth,Attack,Yes,16,null,No,Unknown Crossbow against Nullifier with Bless,
28087,The Mighty Nein,135,03:22:20,Sam,Veth,Attack,Yes,15,4,No,TTBB1000 against Nullfier,
28088,The Mighty Nein,135,03:22:23,Sam,Veth,Other,No,3,null,No,Bless,
28089,The Mighty Nein,135,03:22:43,Sam,Veth,Damage,No,26,null,No,null,
28090,The Mighty Nein,135,03:26:25,Ashley,Yasha,Wisdom Save,Yes,null,null,No,disregarded due to advantage,
28091,The Mighty Nein,135,03:26:25,Ashley,Yasha,Wisdom Save,Yes,21,20,Yes,with Bless,
28092,The Mighty Nein,135,03:26:48,Ashley,Yasha,Attack,Yes,null,null,No,disregarded due to advantage,
28093,The Mighty Nein,135,03:26:48,Ashley,Yasha,Attack,Yes,27,null,No,with Bless,
28094,The Mighty Nein,135,03:28:03,Ashley,Yasha,Damage,No,29,null,No,null,
28095,The Mighty Nein,135,03:28:18,Ashley,Yasha,Attack,Yes,null,null,No,disregarded due to advantage,
28096,The Mighty Nein,135,03:28:18,Ashley,Yasha,Attack,Yes,22,null,No,with Bless,
28097,The Mighty Nein,135,03:28:36,Ashley,Yasha,Damage,No,17,null,No,null,
28098,The Mighty Nein,135,03:32:07,Marisha,Beau,Attack,Yes,null,null,No,disregarded due to advantage,
28099,The Mighty Nein,135,03:32:07,Marisha,Beau,Attack,Yes,24,12,No,Belabor against Nullifier,
28100,The Mighty Nein,135,03:32:07,Marisha,Beau,Other,No,1,null,No,Bless,
28101,The Mighty Nein,135,03:32:16,Marisha,Beau,Attack,Yes,null,null,No,disregarded due to advantage,
28102,The Mighty Nein,135,03:32:16,Marisha,Beau,Attack,Yes,23,11,No,Belabor against Nullifier,
28103,The Mighty Nein,135,03:32:28,Marisha,Beau,Damage,No,14,null,No,null,
28104,The Mighty Nein,135,03:32:28,Marisha,Beau,Damage,No,8,null,No,null,
28105,The Mighty Nein,135,03:32:42,Marisha,Beau,Wisdom Save,Yes,null,null,No,disregard due to advantage,
28106,The Mighty Nein,135,03:32:42,Marisha,Beau,Wisdom Save,Yes,28,19,No,with Bless,
28107,The Mighty Nein,135,03:32:54,Marisha,Beau,Attack,Yes,null,null,No,disregarded due to advantage,
28108,The Mighty Nein,135,03:32:54,Marisha,Beau,Attack,Yes,26,16,No,Unarmed Strike against Nullifier,
28109,The Mighty Nein,135,03:32:58,Marisha,Beau,Attack,Yes,null,null,No,disregarded due to advantage,
28110,The Mighty Nein,135,03:32:58,Marisha,Beau,Attack,Yes,22,10,No,Unarmed Strike against Nullifier,
28111,The Mighty Nein,135,03:33:06,Marisha,Beau,Damage,No,14,null,No,null,
28112,The Mighty Nein,135,03:33:06,Marisha,Beau,Damage,No,15,null,No,null,
28113,The Mighty Nein,135,03:36:06,Travis,Fjord,Attack,Yes,null,null,No,disregarded due to advantage,
28114,The Mighty Nein,135,03:36:06,Travis,Fjord,Attack,Yes,25,13,No,Star Razor against Nullifier,
28115,The Mighty Nein,135,03:36:12,Travis,Fjord,Attack,Yes,null,null,No,disregarded due to advantage,
28116,The Mighty Nein,135,03:36:12,Travis,Fjord,Attack,Yes,21,9,No,Star Razor against Nullifier,
28117,The Mighty Nein,135,03:36:33,Travis,Fjord,Damage,No,45,null,No,Nullifier dies- HDYWTDT,
28118,The Mighty Nein,136,00:10:10,Liam,Caleb,d20,Yes,4,4,No,null,
28119,The Mighty Nein,136,00:10:10,Travis,Fjord,d20,Yes,10,10,No,null,
28120,The Mighty Nein,136,00:10:52,Liam,Caleb,Perception,Yes,10,1,Yes,null,
28121,The Mighty Nein,136,00:11:07,Laura,Jester,Perception,Yes,25,20,Yes,null,
28122,The Mighty Nein,136,00:16:13,Marisha,Beau,Perception,Yes,12,9,No,null,
28123,The Mighty Nein,136,00:28:34,Marisha,Beau,History,Yes,17,3,No,null,
28124,The Mighty Nein,136,00:29:12,Sam,Veth,Investigation,Yes,23,10,No,null,
28125,The Mighty Nein,136,00:29:45,Taliesin,Caduceus,Medicine,Yes,19,9,No,null,
28126,The Mighty Nein,136,00:33:10,Marisha,Beau,Insight,Yes,null,null,No,disregarded due to advantage,
28127,The Mighty Nein,136,00:33:10,Marisha,Beau,Insight,Yes,21,12,No,null,
28128,The Mighty Nein,136,00:36:09,Liam,Caleb,Stealth,Yes,6,4,No,null,
28129,The Mighty Nein,136,00:36:09,Travis,Fjord,Stealth,Yes,15,15,No,null,
28130,The Mighty Nein,136,00:36:09,Laura,Jester,Stealth,Yes,15,11,No,null,
28131,The Mighty Nein,136,00:36:09,Sam,Veth,Stealth,Yes,null,null,No,disregarded due to advantage,
28132,The Mighty Nein,136,00:36:09,Sam,Veth,Stealth,Yes,23,8,No,null,
28133,The Mighty Nein,136,00:36:09,Ashley,Yasha,Stealth,Yes,13,10,No,null,
28134,The Mighty Nein,136,00:36:09,Marisha,Beau,Stealth,Yes,12,2,No,null,
28135,The Mighty Nein,136,00:36:09,Taliesin,Caduceus,Stealth,Yes,null,null,No,disregarded due to advantage,
28136,The Mighty Nein,136,00:36:09,Taliesin,Caduceus,Stealth,Yes,21,19,No,null,
28137,The Mighty Nein,136,00:41:33,Taliesin,Caduceus,Perception,Yes,24,14,No,null,
28138,The Mighty Nein,136,00:47:05,Liam,Caleb,Intelligence,Yes,17,12,No,null,
28139,The Mighty Nein,136,00:47:05,Laura,Jester,Intelligence,Yes,8,7,No,null,
28140,The Mighty Nein,136,00:49:15,Liam,Caleb,Arcana,Yes,31,null,No,with Guidance,
28141,The Mighty Nein,136,00:53:30,Liam,Caleb,Investigation,Yes,null,null,No,disregarded due to advantage,
28142,The Mighty Nein,136,00:53:30,Liam,Caleb,Investigation,Yes,31,20,Yes,null,
28143,The Mighty Nein,136,00:53:37,Travis,Fjord,Perception,Yes,18,15,No,null,
28144,The Mighty Nein,136,00:53:37,Taliesin,Caduceus,Perception,Yes,12,2,No,null,
28145,The Mighty Nein,136,00:53:48,Laura,Jester,Investigation,Yes,null,null,No,null,
28146,The Mighty Nein,136,01:02:24,Travis,Fjord,Stealth,Yes,17,17,No,null,
28147,The Mighty Nein,136,01:02:24,Sam,Veth,Stealth,Yes,null,null,No,disregarded due to advantage,
28148,The Mighty Nein,136,01:02:24,Sam,Veth,Stealth,Yes,26,11,No,null,
28149,The Mighty Nein,136,01:02:28,Taliesin,Caduceus,Healing,No,21,null,No,Cure Wounds (2nd)- Yasha is conscious,
28150,The Mighty Nein,136,01:08:55,Travis,Fjord,Stealth,Yes,23,13,No,with PWaT,
28151,The Mighty Nein,136,01:08:55,Laura,Jester,Stealth,Yes,30,16,No,with PWaT,
28152,The Mighty Nein,136,01:08:55,Liam,Caleb,Stealth,Yes,null,null,No,with PWaT- disregarded due to advantage,
28153,The Mighty Nein,136,01:08:55,Liam,Caleb,Stealth,Yes,null,null,No,with PWaT,
28154,The Mighty Nein,136,01:08:55,Sam,Veth,Stealth,Yes,null,null,No,with PWaT- disregarded due to advantage,
28155,The Mighty Nein,136,01:08:55,Sam,Veth,Stealth,Yes,39,14,No,with PWaT,
28156,The Mighty Nein,136,01:08:55,Ashley,Yasha,Stealth,Yes,15,2,No,with PWaT,
28157,The Mighty Nein,136,01:08:55,Taliesin,Caduceus,Stealth,Yes,30,18,No,with PWaT,
28158,The Mighty Nein,136,01:08:55,Marisha,Beau,Stealth,Yes,23,3,No,with PWaT,
28159,The Mighty Nein,136,01:14:14,Marisha,Beau,Perception,Yes,18,null,No,with Guidance,
28160,The Mighty Nein,136,01:19:07,Liam,Caleb,Perception,Yes,25,16,No,null,
28161,The Mighty Nein,136,01:20:36,Travis,Fjord,Wisdom Save,Yes,5,1,Yes,null,
28162,The Mighty Nein,136,01:20:36,Ashley,Yasha,Wisdom Save,Yes,2,1,Yes,null,
28163,The Mighty Nein,136,01:20:36,Marisha,Beau,Wisdom Save,Yes,null,null,No,disregarded due to advantage,
28164,The Mighty Nein,136,01:20:36,Marisha,Beau,Wisdom Save,Yes,24,15,No,null,
28165,The Mighty Nein,136,01:20:36,Laura,Jester,Wisdom Save,Yes,29,19,No,null,
28166,The Mighty Nein,136,01:20:36,Sam,Veth,Wisdom Save,Yes,24,18,No,null,
28167,The Mighty Nein,136,01:20:36,Liam,Caleb,Wisdom Save,Yes,25,16,No,null,
28168,The Mighty Nein,136,01:20:36,Taliesin,Caduceus,Wisdom Save,Yes,null,null,No,null,
28169,The Mighty Nein,136,01:25:04,Laura,Jester,Healing,No,27,null,No,Cure Wounds (3rd),
28170,The Mighty Nein,136,01:25:43,Travis,Fjord,Wisdom Save,Yes,16,12,No,null,
28171,The Mighty Nein,136,01:25:43,Ashley,Yasha,Wisdom Save,Yes,20,19,No,null,
28172,The Mighty Nein,136,01:28:13,Travis,Fjord,Wisdom Save,Yes,23,19,No,Fjord is no longer stunned,
28173,The Mighty Nein,136,01:28:42,Marisha,Beau,Perception,Yes,21,18,No,null,
28174,The Mighty Nein,136,01:34:11,Liam,Caleb,d20,Yes,8,8,No,null,
28175,The Mighty Nein,136,01:34:20,Laura,Jester,d20,Yes,2,2,No,null,
28176,The Mighty Nein,136,01:38:40,Taliesin,Caduceus,Perception,Yes,20,10,No,null,
28177,The Mighty Nein,136,01:38:52,Liam,Caleb,d20,Yes,8,8,No,null,
28178,The Mighty Nein,136,01:41:22,Liam,Caleb,Perception,Yes,18,null,No,with Guidance,
28179,The Mighty Nein,136,01:43:28,Marisha,Beau,Investigation,Yes,20,null,No,with Guidance,
28180,The Mighty Nein,136,01:46:56,Liam,Caleb,Perception,Yes,19,10,No,null,
28181,The Mighty Nein,136,01:48:35,Marisha,Beau,Perception,Yes,24,20,Yes,null,
28182,The Mighty Nein,136,01:48:35,Travis,Fjord,Perception,Yes,19,16,No,null,
28183,The Mighty Nein,136,01:50:08,Travis,Fjord,Perception,Yes,19,16,No,disregarded due to disadvantage,
28184,The Mighty Nein,136,01:50:08,Travis,Fjord,Perception,Yes,18,15,No,null,
28185,The Mighty Nein,136,01:53:28,Liam,Caleb,Healing,No,null,null,No,Potion of Greater Healing,
28186,The Mighty Nein,136,01:53:28,Ashley,Yasha,Healing,No,null,null,No,Potion of Greater Healing,
28187,The Mighty Nein,136,01:53:40,Sam,Veth,Intelligence,Yes,10,7,No,null,
28188,The Mighty Nein,136,01:54:44,Sam,Veth,Stealth,Yes,34,19,No,null,
28189,The Mighty Nein,136,01:55:32,Sam,Veth,Perception,Yes,19,18,No,null,
28190,The Mighty Nein,136,02:04:27,Travis,Fjord,d20,Yes,9,9,No,null,
28191,The Mighty Nein,136,02:28:38,Marisha,Beau,Perception,Yes,17,13,No,null,
28192,The Mighty Nein,136,02:29:47,Laura,Jester,Stealth,Yes,31,17,No,with PWaT,
28193,The Mighty Nein,136,02:30:50,Liam,Caleb,Perception,Yes,29,20,Yes,null,
28194,The Mighty Nein,136,02:34:41,Marisha,Beau,Insight,Yes,24,15,No,null,
28195,The Mighty Nein,136,02:34:41,Taliesin,Caduceus,Insight,Yes,30,null,No,with Guidance,
28196,The Mighty Nein,136,02:43:10,Sam,Veth,Initiative,Yes,20,15,No,null,
28197,The Mighty Nein,136,02:43:10,Laura,Jester,Initiative,Yes,21,17,No,null,
28198,The Mighty Nein,136,02:43:10,Ashley,Yasha,Initiative,Yes,22,19,No,null,
28199,The Mighty Nein,136,02:43:10,Marisha,Beau,Initiative,Yes,20,15,No,null,
28200,The Mighty Nein,136,02:43:10,Liam,Caleb,Initiative,Yes,10,9,No,null,
28201,The Mighty Nein,136,02:43:10,Travis,Fjord,Initiative,Yes,10,10,No,null,
28202,The Mighty Nein,136,02:43:10,Taliesin,Caduceus,Initiative,Yes,9,7,No,null,
28203,The Mighty Nein,136,02:48:06,Ashley,Yasha,Attack,Yes,17,5,No,Holy Avenger against Elemental,
28204,The Mighty Nein,136,02:48:19,Ashley,Yasha,Attack,Yes,16,4,No,Holy Avenger against Elemental,
28205,The Mighty Nein,136,02:49:16,Ashley,Yasha,Damage,No,33,null,No,null,
28206,The Mighty Nein,136,02:53:22,Marisha,Beau,Attack,Yes,21,9,No,Belabor against Elemental,
28207,The Mighty Nein,136,02:53:30,Marisha,Beau,Attack,Yes,15,3,No,Belabor against Elemental,
28208,The Mighty Nein,136,02:53:33,Marisha,Beau,Damage,No,12,null,No,null,
28209,The Mighty Nein,136,02:54:06,Marisha,Beau,Attack,Yes,null,null,No,Unarmed Strike against Elemental,
28210,The Mighty Nein,136,02:54:06,Marisha,Beau,Attack,Yes,null,null,No,Unarmed Strike against Elemental,
28211,The Mighty Nein,136,02:54:20,Marisha,Beau,Damage,No,22,null,No,null,
28212,The Mighty Nein,136,02:59:51,Marisha,Beau,Attack,Yes,30,18,No,Belabor against Elemental,
28213,The Mighty Nein,136,03:00:02,Marisha,Beau,Damage,No,11,null,No,null,
28214,The Mighty Nein,136,03:01:12,Laura,Jester,Other,No,6,null,No,d6 to determine which copy the Elemental attacks,
28215,The Mighty Nein,136,03:02:39,Liam,Caleb,Strength Save,Yes,10,9,No,Caleb is grappled,
28216,The Mighty Nein,136,03:02:39,Marisha,Beau,Strength Save,Yes,19,14,No,null,
28217,The Mighty Nein,136,03:02:39,Ashley,Yasha,Strength Save,Yes,null,null,No,disregarded due to advantage,
28218,The Mighty Nein,136,03:02:39,Ashley,Yasha,Strength Save,Yes,26,16,No,null,
28219,The Mighty Nein,136,03:03:42,Laura,Jester,d20,Yes,16,16,No,null,
28220,The Mighty Nein,136,03:03:42,Sam,Veth,d20,Yes,18,18,No,null,
28221,The Mighty Nein,136,03:04:08,Sam,Veth,Other,No,81,null,No,Wild Magic d100- Veth is tiny for 1 minute,
28222,The Mighty Nein,136,03:05:40,Liam,Caleb,d20,Yes,18,18,No,null,
28223,The Mighty Nein,136,03:05:46,Liam,Caleb,Other,No,70,null,No,Teleport,
28224,The Mighty Nein,136,03:05:46,Liam,Caleb,Other,No,87,null,No,Wild Magic d100- Caleb is a sheep,
28225,The Mighty Nein,136,03:15:28,Ashley,Yasha,Strength Save,Yes,null,null,No,disregarded due to advantage,
28226,The Mighty Nein,136,03:15:28,Ashley,Yasha,Strength Save,Yes,29,19,No,null,
28227,The Mighty Nein,136,03:15:29,Travis,Fjord,Spell Attack,Yes,18,8,No,Eldritch Blast against Elemental,
28228,The Mighty Nein,136,03:16:02,Travis,Fjord,Spell Attack,Yes,13,3,No,Eldritch Blast against Elemental,
28229,The Mighty Nein,136,03:16:07,Travis,Fjord,Spell Attack,Yes,23,13,No,Eldritch Blast against Elemental,
28230,The Mighty Nein,136,03:16:16,Travis,Fjord,Damage,No,22,null,No,null,
28231,The Mighty Nein,136,03:21:03,Sam,Veth,Arcana,Yes,7,4,No,null,
28232,The Mighty Nein,136,03:22:52,Laura,Jester,d20,Yes,5,5,No,Elemental goes after duplicate,
28233,The Mighty Nein,136,03:23:56,Taliesin,Caduceus,Damage,No,20,null,No,Shield of Retribution,
28234,The Mighty Nein,136,03:25:18,Travis,Fjord,Strength Save,Yes,21,19,No,null,
28235,The Mighty Nein,136,03:27:27,Travis,Fjord,Spell Attack,Yes,23,13,No,Eldritch Blast against Elemental Tendril,
28236,The Mighty Nein,136,03:27:30,Travis,Fjord,Spell Attack,Yes,14,4,No,Eldritch Blast against Elemental Tendril,
28237,The Mighty Nein,136,03:27:36,Travis,Fjord,Spell Attack,Yes,11,1,Yes,Eldritch Blast against Elemental Tendril,
28238,The Mighty Nein,136,03:27:44,Travis,Fjord,Damage,No,11,null,No,null,
28239,The Mighty Nein,136,03:32:00,Laura,Jester,Strength Save,Yes,7,null,No,with Guidance,
28240,The Mighty Nein,136,03:32:00,Laura,Jester,Other,No,2,null,No,Guidance,
28241,The Mighty Nein,137,00:15:37,Marisha,Beau,Perception,Yes,11,7,No,null,
28242,The Mighty Nein,137,00:20:22,Travis,Fjord,Perception,Yes,15,12,No,null,
28243,The Mighty Nein,137,00:24:08,Travis,Fjord,Perception,Yes,22,19,No,null,
28244,The Mighty Nein,137,00:34:45,Travis,Fjord,Perception,Yes,null,null,No,null,
28245,The Mighty Nein,137,00:34:45,Travis,Fjord,Perception,Yes,23,20,Yes,null,
28246,The Mighty Nein,137,00:38:02,Taliesin,Caduceus,Perception,Yes,25,15,No,null,
28247,The Mighty Nein,137,00:38:58,Laura,Jester,Medicine,Yes,26,16,No,null,
28248,The Mighty Nein,137,00:39:29,Taliesin,Caduceus,Attack,Yes,17,10,No,Staff against Sheep!Caleb,
28249,The Mighty Nein,137,00:39:58,Taliesin,Caduceus,Damage,No,5,null,No,Caleb is no longer a sheep,
28250,The Mighty Nein,137,00:41:35,Marisha,Beau,Perception,Yes,null,null,No,disregarded due to advantage,
28251,The Mighty Nein,137,00:41:35,Marisha,Beau,Perception,Yes,20,16,No,with Guidance,
28252,The Mighty Nein,137,00:46:11,Taliesin,Caduceus,Healing,No,21,null,No,Prayer of Healing (4th),
28253,The Mighty Nein,137,00:51:10,Liam,Caleb,Perception,Yes,null,null,No,null,
28254,The Mighty Nein,137,00:51:10,Taliesin,Caduceus,Perception,Yes,null,20,Yes,with Guidance,
28255,The Mighty Nein,137,00:51:10,Taliesin,Caduceus,Other,No,4,null,No,Guidance,
28256,The Mighty Nein,137,01:07:44,Laura,Jester,Insight,Yes,9,4,No,null,
28257,The Mighty Nein,137,01:16:12,Liam,Caleb,Deception,Yes,null,null,No,disregarded due to disadvantage,
28258,The Mighty Nein,137,01:16:12,Liam,Caleb,Deception,Yes,14,5,No,null,
28259,The Mighty Nein,137,01:18:03,Liam,Caleb,Deception,Yes,null,null,No,disregarded due to disadvantage,
28260,The Mighty Nein,137,01:18:03,Liam,Caleb,Deception,Yes,21,12,No,null,
28261,The Mighty Nein,137,01:19:52,Liam,Caleb,Initiative,Yes,7,6,No,null,
28262,The Mighty Nein,137,01:19:52,Marisha,Beau,Initiative,Yes,21,17,No,null,
28263,The Mighty Nein,137,01:19:52,Ashley,Yasha,Initiative,Yes,21,18,No,null,
28264,The Mighty Nein,137,01:19:52,Travis,Fjord,Initiative,Yes,16,16,No,null,
28265,The Mighty Nein,137,01:19:52,Sam,Veth,Initiative,Yes,17,12,No,null,
28266,The Mighty Nein,137,01:19:52,Laura,Jester,Initiative,Yes,11,7,No,null,
28267,The Mighty Nein,137,01:19:52,Taliesin,Caduceus,Initiative,Yes,6,4,No,null,
28268,The Mighty Nein,137,01:48:00,Marisha,Beau,Damage,No,10,null,No,null,
28269,The Mighty Nein,137,01:48:22,Marisha,Beau,Attack,Yes,31,19,No,Belabor against Old Lady Horror,
28270,The Mighty Nein,137,01:48:26,Marisha,Beau,Attack,Yes,21,9,No,Belabor against Old Lady Horror,
28271,The Mighty Nein,137,01:49:15,Marisha,Beau,Damage,No,11,null,No,null,
28272,The Mighty Nein,137,01:51:07,Ashley,Yasha,Wisdom,Yes,15,14,No,null,
28273,The Mighty Nein,137,01:51:07,Ashley,Yasha,Wisdom,Yes,20,20,Yes,null,
28274,The Mighty Nein,137,01:52:15,Ashley,Yasha,Damage,No,36,null,No,null,
28275,The Mighty Nein,137,01:52:24,Ashley,Yasha,Attack,Yes,18,6,No,Holy Avenger against Old Lady Horror,
28276,The Mighty Nein,137,01:52:25,Ashley,Yasha,Attack,Yes,13,1,Yes,Holy Avenger against Old Lady Horror,
28277,The Mighty Nein,137,01:53:54,Sam,Veth,Stealth,Yes,null,null,No,disregarded due to advantage,
28278,The Mighty Nein,137,01:53:54,Sam,Veth,Stealth,Yes,27,12,No,null,
28279,The Mighty Nein,137,01:57:38,Travis,Fjord,Spell Attack,Yes,28,18,No,Eldritch Blast against CFH2,
28280,The Mighty Nein,137,01:57:42,Travis,Fjord,Spell Attack,Yes,15,5,No,Eldritch Blast against CFH2,
28281,The Mighty Nein,137,01:57:46,Travis,Fjord,Spell Attack,Yes,28,18,No,Eldritch Blast against CFH2,
28282,The Mighty Nein,137,01:58:07,Travis,Fjord,Damage,No,34,null,No,null,
28283,The Mighty Nein,137,02:00:30,Liam,Caleb,Strength Save,Yes,18,17,No,null,
28284,The Mighty Nein,137,02:00:30,Liam,Caleb,Strength Save,Yes,19,18,No,disregarded,
