Stage_1,Stage_2,Stage_3,pokedex_number,gen_introduced,dimension,stage_1_values,stage_2_values,stage_3_values,dimension_type
Xerneas,,,716,6,attack,131,,,Combat Factors
Xerneas,,,716,6,defense,95,,,Combat Factors
Xerneas,,,716,6,special_attack,131,,,Combat Factors
Xerneas,,,716,6,special_defense,98,,,Combat Factors
Xerneas,,,716,6,speed,99,,,Combat Factors
Xerneas,,,716,6,height,30,,,Physical Dimensions
Xerneas,,,716,6,weight,2150,,,Physical Dimensions
Yveltal,,,717,6,hp,126,,,Combat Factors
Yveltal,,,717,6,attack,131,,,Combat Factors
Yveltal,,,717,6,defense,95,,,Combat Factors
Yveltal,,,717,6,special_attack,131,,,Combat Factors
Yveltal,,,717,6,special_defense,98,,,Combat Factors
Yveltal,,,717,6,speed,99,,,Combat Factors
Yveltal,,,717,6,height,58,,,Physical Dimensions
Yveltal,,,717,6,weight,2030,,,Physical Dimensions
Zygarde,,,718,6,hp,108,,,Combat Factors
Zygarde,,,718,6,attack,100,,,Combat Factors
Zygarde,,,718,6,defense,121,,,Combat Factors
Zygarde,,,718,6,special_attack,81,,,Combat Factors
Zygarde,,,718,6,special_defense,95,,,Combat Factors
Zygarde,,,718,6,speed,95,,,Combat Factors
Zygarde,,,718,6,height,50,,,Physical Dimensions
Zygarde,,,718,6,weight,3050,,,Physical Dimensions
Diancie,,,719,6,hp,50,,,Combat Factors
Diancie,,,719,6,attack,100,,,Combat Factors
Diancie,,,719,6,defense,150,,,Combat Factors
Diancie,,,719,6,special_attack,100,,,Combat Factors
Diancie,,,719,6,special_defense,150,,,Combat Factors
Diancie,,,719,6,speed,50,,,Combat Factors
Diancie,,,719,6,height,7,,,Physical Dimensions
Diancie,,,719,6,weight,88,,,Physical Dimensions
Hoopa,,,720,6,hp,80,,,Combat Factors
Hoopa,,,720,6,attack,110,,,Combat Factors
Hoopa,,,720,6,defense,60,,,Combat Factors
Hoopa,,,720,6,special_attack,150,,,Combat Factors
Hoopa,,,720,6,special_defense,130,,,Combat Factors
Hoopa,,,720,6,speed,70,,,Combat Factors
Hoopa,,,720,6,height,5,,,Physical Dimensions
Hoopa,,,720,6,weight,90,,,Physical Dimensions
Volcanion,,,721,6,hp,80,,,Combat Factors
Volcanion,,,721,6,attack,110,,,Combat Factors
Volcanion,,,721,6,defense,120,,,Combat Factors
Volcanion,,,721,6,special_attack,130,,,Combat Factors
Volcanion,,,721,6,special_defense,90,,,Combat Factors
Volcanion,,,721,6,speed,70,,,Combat Factors
Volcanion,,,721,6,height,17,,,Physical Dimensions
Volcanion,,,721,6,weight,1950,,,Physical Dimensions
Rowlet,Dartrix,Decidueye,722,7,hp,68,78,78,Combat Factors
Rowlet,Dartrix,Decidueye,722,7,attack,55,75,107,Combat Factors
Rowlet,Dartrix,Decidueye,722,7,defense,55,75,75,Combat Factors
Rowlet,Dartrix,Decidueye,722,7,special_attack,50,70,100,Combat Factors
Rowlet,Dartrix,Decidueye,722,7,special_defense,50,70,100,Combat Factors
Rowlet,Dartrix,Decidueye,722,7,speed,42,52,70,Combat Factors
Rowlet,Dartrix,Decidueye,722,7,height,3,7,16,Physical Dimensions
Rowlet,Dartrix,Decidueye,722,7,weight,15,160,366,Physical Dimensions
Litten,Torracat,Incineroar,725,7,hp,45,65,95,Combat Factors
Litten,Torracat,Incineroar,725,7,attack,65,85,115,Combat Factors
Litten,Torracat,Incineroar,725,7,defense,40,50,90,Combat Factors
Litten,Torracat,Incineroar,725,7,special_attack,60,80,80,Combat Factors
Litten,Torracat,Incineroar,725,7,special_defense,40,50,90,Combat Factors
Litten,Torracat,Incineroar,725,7,speed,70,90,60,Combat Factors
Litten,Torracat,Incineroar,725,7,height,4,7,18,Physical Dimensions
Litten,Torracat,Incineroar,725,7,weight,43,250,830,Physical Dimensions
Popplio,Brionne,Primarina,728,7,hp,50,60,80,Combat Factors
Popplio,Brionne,Primarina,728,7,attack,54,69,74,Combat Factors
Popplio,Brionne,Primarina,728,7,defense,54,69,74,Combat Factors
Popplio,Brionne,Primarina,728,7,special_attack,66,91,126,Combat Factors
Popplio,Brionne,Primarina,728,7,special_defense,56,81,116,Combat Factors
Popplio,Brionne,Primarina,728,7,speed,40,50,60,Combat Factors
Popplio,Brionne,Primarina,728,7,height,4,6,18,Physical Dimensions
Popplio,Brionne,Primarina,728,7,weight,75,175,440,Physical Dimensions
Pikipek,Trumbeak,Toucannon,731,7,hp,35,55,80,Combat Factors
Pikipek,Trumbeak,Toucannon,731,7,attack,75,85,120,Combat Factors
Pikipek,Trumbeak,Toucannon,731,7,defense,30,50,75,Combat Factors
Pikipek,Trumbeak,Toucannon,731,7,special_attack,30,40,75,Combat Factors
Pikipek,Trumbeak,Toucannon,731,7,special_defense,30,50,75,Combat Factors
Pikipek,Trumbeak,Toucannon,731,7,speed,65,75,60,Combat Factors
Pikipek,Trumbeak,Toucannon,731,7,height,3,6,11,Physical Dimensions
Pikipek,Trumbeak,Toucannon,731,7,weight,12,148,260,Physical Dimensions
Yungoos,Gumshoos,,734,7,hp,48,88,,Combat Factors
Yungoos,Gumshoos,,734,7,attack,70,110,,Combat Factors
Yungoos,Gumshoos,,734,7,defense,30,60,,Combat Factors
Yungoos,Gumshoos,,734,7,special_attack,30,55,,Combat Factors
Yungoos,Gumshoos,,734,7,special_defense,30,60,,Combat Factors
Yungoos,Gumshoos,,734,7,speed,45,45,,Combat Factors
Yungoos,Gumshoos,,734,7,height,4,7,,Physical Dimensions
Yungoos,Gumshoos,,734,7,weight,60,142,,Physical Dimensions
Grubbin,Charjabug,Vikavolt,736,7,hp,47,57,77,Combat Factors
Grubbin,Charjabug,Vikavolt,736,7,attack,62,82,70,Combat Factors
Grubbin,Charjabug,Vikavolt,736,7,defense,45,95,90,Combat Factors
Grubbin,Charjabug,Vikavolt,736,7,special_attack,55,55,145,Combat Factors
Grubbin,Charjabug,Vikavolt,736,7,special_defense,45,75,75,Combat Factors
Grubbin,Charjabug,Vikavolt,736,7,speed,46,36,43,Combat Factors
Grubbin,Charjabug,Vikavolt,736,7,height,4,5,15,Physical Dimensions
Grubbin,Charjabug,Vikavolt,736,7,weight,44,105,450,Physical Dimensions
Crabrawler,Crabominable,,739,7,hp,47,97,,Combat Factors
Crabrawler,Crabominable,,739,7,attack,82,132,,Combat Factors
Crabrawler,Crabominable,,739,7,defense,57,77,,Combat Factors
Crabrawler,Crabominable,,739,7,special_attack,42,62,,Combat Factors
Crabrawler,Crabominable,,739,7,special_defense,47,67,,Combat Factors
Crabrawler,Crabominable,,739,7,speed,63,43,,Combat Factors
Crabrawler,Crabominable,,739,7,height,6,17,,Physical Dimensions
Crabrawler,Crabominable,,739,7,weight,70,1800,,Physical Dimensions
Oricorio,,,741,7,hp,75,,,Combat Factors
Oricorio,,,741,7,attack,70,,,Combat Factors
Oricorio,,,741,7,defense,70,,,Combat Factors
Oricorio,,,741,7,special_attack,98,,,Combat Factors
Oricorio,,,741,7,special_defense,70,,,Combat Factors
Oricorio,,,741,7,speed,93,,,Combat Factors
Oricorio,,,741,7,height,6,,,Physical Dimensions
Oricorio,,,741,7,weight,34,,,Physical Dimensions
Cutiefly,Ribombee,,742,7,hp,40,60,,Combat Factors
Cutiefly,Ribombee,,742,7,attack,45,55,,Combat Factors
Cutiefly,Ribombee,,742,7,defense,40,60,,Combat Factors
Cutiefly,Ribombee,,742,7,special_attack,55,95,,Combat Factors
Cutiefly,Ribombee,,742,7,special_defense,40,70,,Combat Factors
Cutiefly,Ribombee,,742,7,speed,84,124,,Combat Factors
Cutiefly,Ribombee,,742,7,height,1,2,,Physical Dimensions
Cutiefly,Ribombee,,742,7,weight,2,5,,Physical Dimensions
Rockruff,Lycanroc,,744,7,hp,45,75,,Combat Factors
Rockruff,Lycanroc,,744,7,attack,65,115,,Combat Factors
Rockruff,Lycanroc,,744,7,defense,40,65,,Combat Factors
Rockruff,Lycanroc,,744,7,special_attack,30,55,,Combat Factors
Rockruff,Lycanroc,,744,7,special_defense,40,65,,Combat Factors
Rockruff,Lycanroc,,744,7,speed,60,112,,Combat Factors
Rockruff,Lycanroc,,744,7,height,5,8,,Physical Dimensions
Rockruff,Lycanroc,,744,7,weight,92,250,,Physical Dimensions
Wishiwashi,,,746,7,hp,45,,,Combat Factors
Wishiwashi,,,746,7,attack,20,,,Combat Factors
Wishiwashi,,,746,7,defense,20,,,Combat Factors
Wishiwashi,,,746,7,special_attack,25,,,Combat Factors
Wishiwashi,,,746,7,special_defense,25,,,Combat Factors
Wishiwashi,,,746,7,speed,40,,,Combat Factors
Wishiwashi,,,746,7,height,2,,,Physical Dimensions
Wishiwashi,,,746,7,weight,3,,,Physical Dimensions
Mareanie,Toxapex,,747,7,hp,50,50,,Combat Factors
Mareanie,Toxapex,,747,7,attack,53,63,,Combat Factors
Mareanie,Toxapex,,747,7,defense,62,152,,Combat Factors
Mareanie,Toxapex,,747,7,special_attack,43,53,,Combat Factors
Mareanie,Toxapex,,747,7,special_defense,52,142,,Combat Factors
Mareanie,Toxapex,,747,7,speed,45,35,,Combat Factors
Mareanie,Toxapex,,747,7,height,4,7,,Physical Dimensions
Mareanie,Toxapex,,747,7,weight,80,145,,Physical Dimensions
Mudbray,Mudsdale,,749,7,hp,70,100,,Combat Factors
Mudbray,Mudsdale,,749,7,attack,100,125,,Combat Factors
Mudbray,Mudsdale,,749,7,defense,70,100,,Combat Factors
Mudbray,Mudsdale,,749,7,special_attack,45,55,,Combat Factors
Mudbray,Mudsdale,,749,7,special_defense,55,85,,Combat Factors
Mudbray,Mudsdale,,749,7,speed,45,35,,Combat Factors
Mudbray,Mudsdale,,749,7,height,10,25,,Physical Dimensions
Mudbray,Mudsdale,,749,7,weight,1100,9200,,Physical Dimensions
Dewpider,Araquanid,,751,7,hp,38,68,,Combat Factors
Dewpider,Araquanid,,751,7,attack,40,70,,Combat Factors
Dewpider,Araquanid,,751,7,defense,52,92,,Combat Factors
Dewpider,Araquanid,,751,7,special_attack,40,50,,Combat Factors
Dewpider,Araquanid,,751,7,special_defense,72,132,,Combat Factors
Dewpider,Araquanid,,751,7,speed,27,42,,Combat Factors
Dewpider,Araquanid,,751,7,height,3,18,,Physical Dimensions
Dewpider,Araquanid,,751,7,weight,40,820,,Physical Dimensions
Fomantis,Lurantis,,753,7,hp,40,70,,Combat Factors
Fomantis,Lurantis,,753,7,attack,55,105,,Combat Factors
Fomantis,Lurantis,,753,7,defense,35,90,,Combat Factors
Fomantis,Lurantis,,753,7,special_attack,50,80,,Combat Factors
Fomantis,Lurantis,,753,7,special_defense,35,90,,Combat Factors
Fomantis,Lurantis,,753,7,speed,35,45,,Combat Factors
Fomantis,Lurantis,,753,7,height,3,9,,Physical Dimensions
Fomantis,Lurantis,,753,7,weight,15,185,,Physical Dimensions
Morelull,Shiinotic,,755,7,hp,40,60,,Combat Factors
Morelull,Shiinotic,,755,7,attack,35,45,,Combat Factors
Morelull,Shiinotic,,755,7,defense,55,80,,Combat Factors
Morelull,Shiinotic,,755,7,special_attack,65,90,,Combat Factors
Morelull,Shiinotic,,755,7,special_defense,75,100,,Combat Factors
Morelull,Shiinotic,,755,7,speed,15,30,,Combat Factors
Morelull,Shiinotic,,755,7,height,2,10,,Physical Dimensions
Morelull,Shiinotic,,755,7,weight,15,115,,Physical Dimensions
Salandit,Salazzle,,757,7,hp,48,68,,Combat Factors
Salandit,Salazzle,,757,7,attack,44,64,,Combat Factors
Salandit,Salazzle,,757,7,defense,40,60,,Combat Factors
Salandit,Salazzle,,757,7,special_attack,71,111,,Combat Factors
Salandit,Salazzle,,757,7,special_defense,40,60,,Combat Factors
Salandit,Salazzle,,757,7,speed,77,117,,Combat Factors
Salandit,Salazzle,,757,7,height,6,12,,Physical Dimensions
Salandit,Salazzle,,757,7,weight,48,222,,Physical Dimensions
Stufful,Bewear,,759,7,hp,70,120,,Combat Factors
Stufful,Bewear,,759,7,attack,75,125,,Combat Factors
Stufful,Bewear,,759,7,defense,50,80,,Combat Factors
Stufful,Bewear,,759,7,special_attack,45,55,,Combat Factors
Stufful,Bewear,,759,7,special_defense,50,60,,Combat Factors
Stufful,Bewear,,759,7,speed,50,60,,Combat Factors
Stufful,Bewear,,759,7,height,5,21,,Physical Dimensions
Stufful,Bewear,,759,7,weight,68,1350,,Physical Dimensions
Bounsweet,Steenee,Tsareena,761,7,hp,42,52,72,Combat Factors
Bounsweet,Steenee,Tsareena,761,7,attack,30,40,120,Combat Factors
Bounsweet,Steenee,Tsareena,761,7,defense,38,48,98,Combat Factors
Bounsweet,Steenee,Tsareena,761,7,special_attack,30,40,50,Combat Factors
Bounsweet,Steenee,Tsareena,761,7,special_defense,38,48,98,Combat Factors
Bounsweet,Steenee,Tsareena,761,7,speed,32,62,72,Combat Factors
Bounsweet,Steenee,Tsareena,761,7,height,3,7,12,Physical Dimensions
Bounsweet,Steenee,Tsareena,761,7,weight,32,82,214,Physical Dimensions
Comfey,,,764,7,hp,51,,,Combat Factors
Comfey,,,764,7,attack,52,,,Combat Factors
Comfey,,,764,7,defense,90,,,Combat Factors
Comfey,,,764,7,special_attack,82,,,Combat Factors
Comfey,,,764,7,special_defense,110,,,Combat Factors
Comfey,,,764,7,speed,100,,,Combat Factors
Comfey,,,764,7,height,1,,,Physical Dimensions
Comfey,,,764,7,weight,3,,,Physical Dimensions
Oranguru,,,765,7,hp,90,,,Combat Factors
Oranguru,,,765,7,attack,60,,,Combat Factors
Oranguru,,,765,7,defense,80,,,Combat Factors
Oranguru,,,765,7,special_attack,90,,,Combat Factors
Oranguru,,,765,7,special_defense,110,,,Combat Factors
Oranguru,,,765,7,speed,60,,,Combat Factors
Oranguru,,,765,7,height,15,,,Physical Dimensions
Oranguru,,,765,7,weight,760,,,Physical Dimensions
Passimian,,,766,7,hp,100,,,Combat Factors
Passimian,,,766,7,attack,120,,,Combat Factors
Passimian,,,766,7,defense,90,,,Combat Factors
Passimian,,,766,7,special_attack,40,,,Combat Factors
Passimian,,,766,7,special_defense,60,,,Combat Factors
Passimian,,,766,7,speed,80,,,Combat Factors
Passimian,,,766,7,height,20,,,Physical Dimensions
Passimian,,,766,7,weight,828,,,Physical Dimensions
Wimpod,Golisopod,,767,7,hp,25,75,,Combat Factors
Wimpod,Golisopod,,767,7,attack,35,125,,Combat Factors
Wimpod,Golisopod,,767,7,defense,40,140,,Combat Factors
Wimpod,Golisopod,,767,7,special_attack,20,60,,Combat Factors
Wimpod,Golisopod,,767,7,special_defense,30,90,,Combat Factors
Wimpod,Golisopod,,767,7,speed,80,40,,Combat Factors
Wimpod,Golisopod,,767,7,height,5,20,,Physical Dimensions
Wimpod,Golisopod,,767,7,weight,120,1080,,Physical Dimensions
Sandygast,Palossand,,769,7,hp,55,85,,Combat Factors
Sandygast,Palossand,,769,7,attack,55,75,,Combat Factors
Sandygast,Palossand,,769,7,defense,80,110,,Combat Factors
Sandygast,Palossand,,769,7,special_attack,70,100,,Combat Factors
Sandygast,Palossand,,769,7,special_defense,45,75,,Combat Factors
Sandygast,Palossand,,769,7,speed,15,35,,Combat Factors
Sandygast,Palossand,,769,7,height,5,13,,Physical Dimensions
Sandygast,Palossand,,769,7,weight,700,2500,,Physical Dimensions
Pyukumuku,,,771,7,hp,55,,,Combat Factors
Pyukumuku,,,771,7,attack,60,,,Combat Factors
Pyukumuku,,,771,7,defense,130,,,Combat Factors
Pyukumuku,,,771,7,special_attack,30,,,Combat Factors
Pyukumuku,,,771,7,special_defense,130,,,Combat Factors
Pyukumuku,,,771,7,speed,5,,,Combat Factors
Pyukumuku,,,771,7,height,3,,,Physical Dimensions
Pyukumuku,,,771,7,weight,12,,,Physical Dimensions
Type: Null,Silvally,,772,7,hp,95,95,,Combat Factors
Type: Null,Silvally,,772,7,attack,95,95,,Combat Factors
Type: Null,Silvally,,772,7,defense,95,95,,Combat Factors
Type: Null,Silvally,,772,7,special_attack,95,95,,Combat Factors
Type: Null,Silvally,,772,7,special_defense,95,95,,Combat Factors
Type: Null,Silvally,,772,7,speed,59,95,,Combat Factors
Type: Null,Silvally,,772,7,height,19,23,,Physical Dimensions
Type: Null,Silvally,,772,7,weight,1205,1005,,Physical Dimensions
Minior,,,774,7,hp,60,,,Combat Factors
Minior,,,774,7,attack,60,,,Combat Factors
Minior,,,774,7,defense,100,,,Combat Factors
Minior,,,774,7,special_attack,60,,,Combat Factors
Minior,,,774,7,special_defense,100,,,Combat Factors
Minior,,,774,7,speed,60,,,Combat Factors
Minior,,,774,7,height,3,,,Physical Dimensions
Minior,,,774,7,weight,400,,,Physical Dimensions
Komala,,,775,7,hp,65,,,Combat Factors
Komala,,,775,7,attack,115,,,Combat Factors
Komala,,,775,7,defense,65,,,Combat Factors
Komala,,,775,7,special_attack,75,,,Combat Factors
Komala,,,775,7,special_defense,95,,,Combat Factors
Komala,,,775,7,speed,65,,,Combat Factors
Komala,,,775,7,height,4,,,Physical Dimensions
Komala,,,775,7,weight,199,,,Physical Dimensions
Turtonator,,,776,7,hp,60,,,Combat Factors
Turtonator,,,776,7,attack,78,,,Combat Factors
Turtonator,,,776,7,defense,135,,,Combat Factors
Turtonator,,,776,7,special_attack,91,,,Combat Factors
Turtonator,,,776,7,special_defense,85,,,Combat Factors
Turtonator,,,776,7,speed,36,,,Combat Factors
Turtonator,,,776,7,height,20,,,Physical Dimensions
Turtonator,,,776,7,weight,2120,,,Physical Dimensions
Togedemaru,,,777,7,hp,65,,,Combat Factors
Togedemaru,,,777,7,attack,98,,,Combat Factors
Togedemaru,,,777,7,defense,63,,,Combat Factors
Togedemaru,,,777,7,special_attack,40,,,Combat Factors
Togedemaru,,,777,7,special_defense,73,,,Combat Factors
Togedemaru,,,777,7,speed,96,,,Combat Factors
Togedemaru,,,777,7,height,3,,,Physical Dimensions
Togedemaru,,,777,7,weight,33,,,Physical Dimensions
Mimikyu,,,778,7,hp,55,,,Combat Factors
Mimikyu,,,778,7,attack,90,,,Combat Factors
Mimikyu,,,778,7,defense,80,,,Combat Factors
Mimikyu,,,778,7,special_attack,50,,,Combat Factors
Mimikyu,,,778,7,special_defense,105,,,Combat Factors
Mimikyu,,,778,7,speed,96,,,Combat Factors
Mimikyu,,,778,7,height,2,,,Physical Dimensions
Mimikyu,,,778,7,weight,7,,,Physical Dimensions
Bruxish,,,779,7,hp,68,,,Combat Factors
Bruxish,,,779,7,attack,105,,,Combat Factors
Bruxish,,,779,7,defense,70,,,Combat Factors
Bruxish,,,779,7,special_attack,70,,,Combat Factors
Bruxish,,,779,7,special_defense,70,,,Combat Factors
Bruxish,,,779,7,speed,92,,,Combat Factors
Bruxish,,,779,7,height,9,,,Physical Dimensions
Bruxish,,,779,7,weight,190,,,Physical Dimensions
Drampa,,,780,7,hp,78,,,Combat Factors
Drampa,,,780,7,attack,60,,,Combat Factors
Drampa,,,780,7,defense,85,,,Combat Factors
Drampa,,,780,7,special_attack,135,,,Combat Factors
Drampa,,,780,7,special_defense,91,,,Combat Factors
Drampa,,,780,7,speed,36,,,Combat Factors
Drampa,,,780,7,height,30,,,Physical Dimensions
Drampa,,,780,7,weight,1850,,,Physical Dimensions
Dhelmise,,,781,7,hp,70,,,Combat Factors
Dhelmise,,,781,7,attack,131,,,Combat Factors
Dhelmise,,,781,7,defense,100,,,Combat Factors
Dhelmise,,,781,7,special_attack,86,,,Combat Factors
Dhelmise,,,781,7,special_defense,90,,,Combat Factors
Dhelmise,,,781,7,speed,40,,,Combat Factors
Dhelmise,,,781,7,height,39,,,Physical Dimensions
Dhelmise,,,781,7,weight,2100,,,Physical Dimensions
Jangmo-o,Hakamo-o,Kommo-o,782,7,hp,45,55,75,Combat Factors
Jangmo-o,Hakamo-o,Kommo-o,782,7,attack,55,75,110,Combat Factors
Jangmo-o,Hakamo-o,Kommo-o,782,7,defense,65,90,125,Combat Factors
Jangmo-o,Hakamo-o,Kommo-o,782,7,special_attack,45,65,100,Combat Factors
Jangmo-o,Hakamo-o,Kommo-o,782,7,special_defense,45,70,105,Combat Factors
Jangmo-o,Hakamo-o,Kommo-o,782,7,speed,45,65,85,Combat Factors
Jangmo-o,Hakamo-o,Kommo-o,782,7,height,6,12,16,Physical Dimensions
Jangmo-o,Hakamo-o,Kommo-o,782,7,weight,297,470,782,Physical Dimensions
Tapu Koko,,,785,7,hp,70,,,Combat Factors
Tapu Koko,,,785,7,attack,115,,,Combat Factors
Tapu Koko,,,785,7,defense,85,,,Combat Factors
Tapu Koko,,,785,7,special_attack,95,,,Combat Factors
Tapu Koko,,,785,7,special_defense,75,,,Combat Factors
Tapu Koko,,,785,7,speed,130,,,Combat Factors
Tapu Koko,,,785,7,height,18,,,Physical Dimensions
Tapu Koko,,,785,7,weight,205,,,Physical Dimensions
Tapu Lele,,,786,7,hp,70,,,Combat Factors
Tapu Lele,,,786,7,attack,85,,,Combat Factors
Tapu Lele,,,786,7,defense,75,,,Combat Factors
Tapu Lele,,,786,7,special_attack,130,,,Combat Factors
Tapu Lele,,,786,7,special_defense,115,,,Combat Factors
Tapu Lele,,,786,7,speed,95,,,Combat Factors
Tapu Lele,,,786,7,height,12,,,Physical Dimensions
Tapu Lele,,,786,7,weight,186,,,Physical Dimensions
Tapu Bulu,,,787,7,hp,70,,,Combat Factors
Tapu Bulu,,,787,7,attack,130,,,Combat Factors
Tapu Bulu,,,787,7,defense,115,,,Combat Factors
Tapu Bulu,,,787,7,special_attack,85,,,Combat Factors
Tapu Bulu,,,787,7,special_defense,95,,,Combat Factors
Tapu Bulu,,,787,7,speed,75,,,Combat Factors
Tapu Bulu,,,787,7,height,19,,,Physical Dimensions
Tapu Bulu,,,787,7,weight,455,,,Physical Dimensions
Tapu Fini,,,788,7,hp,70,,,Combat Factors
Tapu Fini,,,788,7,attack,75,,,Combat Factors
Tapu Fini,,,788,7,defense,115,,,Combat Factors
Tapu Fini,,,788,7,special_attack,95,,,Combat Factors
Tapu Fini,,,788,7,special_defense,130,,,Combat Factors
Tapu Fini,,,788,7,speed,85,,,Combat Factors
Tapu Fini,,,788,7,height,13,,,Physical Dimensions
Tapu Fini,,,788,7,weight,212,,,Physical Dimensions
Cosmog,Cosmoem,Solgaleo,789,7,hp,43,43,137,Combat Factors
Cosmog,Cosmoem,Solgaleo,789,7,attack,29,29,137,Combat Factors
Cosmog,Cosmoem,Solgaleo,789,7,defense,31,131,107,Combat Factors
Cosmog,Cosmoem,Solgaleo,789,7,special_attack,29,29,113,Combat Factors
Cosmog,Cosmoem,Solgaleo,789,7,special_defense,31,131,89,Combat Factors
Cosmog,Cosmoem,Solgaleo,789,7,speed,37,37,97,Combat Factors
Cosmog,Cosmoem,Solgaleo,789,7,height,2,1,34,Physical Dimensions
Cosmog,Cosmoem,Solgaleo,789,7,weight,1,9999,2300,Physical Dimensions
Cosmog,Cosmoem,Lunala,789,7,hp,43,43,137,Combat Factors
Cosmog,Cosmoem,Lunala,789,7,attack,29,29,113,Combat Factors
Cosmog,Cosmoem,Lunala,789,7,defense,31,131,89,Combat Factors
Cosmog,Cosmoem,Lunala,789,7,special_attack,29,29,137,Combat Factors
Cosmog,Cosmoem,Lunala,789,7,special_defense,31,131,107,Combat Factors
Cosmog,Cosmoem,Lunala,789,7,speed,37,37,97,Combat Factors
Cosmog,Cosmoem,Lunala,789,7,height,2,1,40,Physical Dimensions
Cosmog,Cosmoem,Lunala,789,7,weight,1,9999,1200,Physical Dimensions
Nihilego,,,793,7,hp,109,,,Combat Factors
Nihilego,,,793,7,attack,53,,,Combat Factors
Nihilego,,,793,7,defense,47,,,Combat Factors
Nihilego,,,793,7,special_attack,127,,,Combat Factors
Nihilego,,,793,7,special_defense,131,,,Combat Factors
Nihilego,,,793,7,speed,103,,,Combat Factors
Nihilego,,,793,7,height,12,,,Physical Dimensions
Nihilego,,,793,7,weight,555,,,Physical Dimensions
Buzzwole,,,794,7,hp,107,,,Combat Factors
Buzzwole,,,794,7,attack,139,,,Combat Factors
Buzzwole,,,794,7,defense,139,,,Combat Factors
Buzzwole,,,794,7,special_attack,53,,,Combat Factors
Buzzwole,,,794,7,special_defense,53,,,Combat Factors
Buzzwole,,,794,7,speed,79,,,Combat Factors
Buzzwole,,,794,7,height,24,,,Physical Dimensions
Buzzwole,,,794,7,weight,3336,,,Physical Dimensions
Pheromosa,,,795,7,hp,71,,,Combat Factors
Pheromosa,,,795,7,attack,137,,,Combat Factors
Pheromosa,,,795,7,defense,37,,,Combat Factors
Pheromosa,,,795,7,special_attack,137,,,Combat Factors
Pheromosa,,,795,7,special_defense,37,,,Combat Factors
Pheromosa,,,795,7,speed,151,,,Combat Factors
Pheromosa,,,795,7,height,18,,,Physical Dimensions
Pheromosa,,,795,7,weight,250,,,Physical Dimensions
Xurkitree,,,796,7,hp,83,,,Combat Factors
Xurkitree,,,796,7,attack,89,,,Combat Factors
Xurkitree,,,796,7,defense,71,,,Combat Factors
Xurkitree,,,796,7,special_attack,173,,,Combat Factors
Xurkitree,,,796,7,special_defense,71,,,Combat Factors
Xurkitree,,,796,7,speed,83,,,Combat Factors
Xurkitree,,,796,7,height,38,,,Physical Dimensions
Xurkitree,,,796,7,weight,1000,,,Physical Dimensions
Celesteela,,,797,7,hp,97,,,Combat Factors
Celesteela,,,797,7,attack,101,,,Combat Factors
Celesteela,,,797,7,defense,103,,,Combat Factors
Celesteela,,,797,7,special_attack,107,,,Combat Factors
Celesteela,,,797,7,special_defense,101,,,Combat Factors
Celesteela,,,797,7,speed,61,,,Combat Factors
Celesteela,,,797,7,height,92,,,Physical Dimensions
Celesteela,,,797,7,weight,9999,,,Physical Dimensions
Kartana,,,798,7,hp,59,,,Combat Factors
Kartana,,,798,7,attack,181,,,Combat Factors
Kartana,,,798,7,defense,131,,,Combat Factors
Kartana,,,798,7,special_attack,59,,,Combat Factors
Kartana,,,798,7,special_defense,31,,,Combat Factors
Kartana,,,798,7,speed,109,,,Combat Factors
Kartana,,,798,7,height,3,,,Physical Dimensions
Kartana,,,798,7,weight,1,,,Physical Dimensions
Guzzlord,,,799,7,hp,223,,,Combat Factors
Guzzlord,,,799,7,attack,101,,,Combat Factors
Guzzlord,,,799,7,defense,53,,,Combat Factors
Guzzlord,,,799,7,special_attack,97,,,Combat Factors
Guzzlord,,,799,7,special_defense,53,,,Combat Factors
Guzzlord,,,799,7,speed,43,,,Combat Factors
Guzzlord,,,799,7,height,55,,,Physical Dimensions
Guzzlord,,,799,7,weight,8880,,,Physical Dimensions
Necrozma,,,800,7,hp,97,,,Combat Factors
Necrozma,,,800,7,attack,107,,,Combat Factors
Necrozma,,,800,7,defense,101,,,Combat Factors
Necrozma,,,800,7,special_attack,127,,,Combat Factors
Necrozma,,,800,7,special_defense,89,,,Combat Factors
Necrozma,,,800,7,speed,79,,,Combat Factors
Necrozma,,,800,7,height,24,,,Physical Dimensions
Necrozma,,,800,7,weight,2300,,,Physical Dimensions
Magearna,,,801,7,hp,80,,,Combat Factors
Magearna,,,801,7,attack,95,,,Combat Factors
Magearna,,,801,7,defense,115,,,Combat Factors
Magearna,,,801,7,special_attack,130,,,Combat Factors
Magearna,,,801,7,special_defense,115,,,Combat Factors
Magearna,,,801,7,speed,65,,,Combat Factors
Magearna,,,801,7,height,10,,,Physical Dimensions
Magearna,,,801,7,weight,805,,,Physical Dimensions
Marshadow,,,802,7,hp,90,,,Combat Factors
Marshadow,,,802,7,attack,125,,,Combat Factors
Marshadow,,,802,7,defense,80,,,Combat Factors
Marshadow,,,802,7,special_attack,90,,,Combat Factors
Marshadow,,,802,7,special_defense,90,,,Combat Factors
Marshadow,,,802,7,speed,125,,,Combat Factors
Marshadow,,,802,7,height,7,,,Physical Dimensions
Marshadow,,,802,7,weight,222,,,Physical Dimensions
Poipole,Naganadel,,803,7,hp,67,73,,Combat Factors
