id,name,thumbnail,Vehicle Class,Manufacturer,Available from,Storage Location,Modifications,Title Update,Sell,Release Date,Based on (Real Life Vehicle),In-Game Model Name,Seats / Capacity,Weight (KG),Drivetrain,Gears,Request Delivery,Game Edition/Mode,Top Speed - Real (Broughy),GTA Online Price,Sell Price - Resale,Speed (Stat),Acceleration,Braking,Handling (Traction / Agility),Overall Rating,Vehicle Feature 1,Vehicle Feature 2,Source,Last Updated
190,Blazer,https://www.gtabase.com/images/gta-5/vehicles/off-road/main/resized/blazer_320x180.jpg,Off-Road,Nagasaki,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold if purchased or stolen,2013-09-17,Yamaha YFZ450,blazer,1,600,All-Wheel Drive,5,Mechanic,GTA Online,98.75,8000,4800,64.386162,50,33.333336,78.787872,56.6268425,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
189,Bifta,https://www.gtabase.com/images/gta-5/vehicles/off-road/main/resized/bifta_320x180.jpg,Off-Road,BF,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.06 Beach Bum,Can be sold only if purchased (High-End),2013-11-19,"Meyers Manx, GTA 3D Universe BF Injection",bifta,2,1400,Rear-Wheel Drive,5,Mechanic,GTA Online,107.25,75000,45000,72.970978,65,23.333334,62.121212,55.856381,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
188,Voodoo Custom,https://www.gtabase.com/images/gta-5/vehicles/muscle/main/resized/voodoo-custom_320x180.jpg,Muscle,Declasse,Benny's Original Motor Works,Garage (Personal Vehicle),Benny's Original Motor Works,1.30 Lowriders,Can be sold only if purchased (High-End),2015-10-20,Chevy Impala,voodoo,2,2100,Rear-Wheel Drive,4,Mechanic,GTA Online,100.75,420000,252000,69.751678,45,23.333334,56.060608,48.536405,Custom Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
187,Voodoo,https://www.gtabase.com/images/gta-5/vehicles/muscle/main/resized/voodoo_320x180.jpg,Muscle,Declasse,Benny's Original Motor Works,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold if purchased or stolen,2013-09-17,Chevy Impala,voodoo2,2,2100,Rear-Wheel Drive,4,Mechanic,GTA V Story Mode,99,5500,3300,69.751678,42.5,8.333334,56.060608,44.161405,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
186,Virgo Classic Custom,https://www.gtabase.com/images/gta-5/vehicles/muscle/main/resized/virgo-classic-custom_320x180.jpg,Muscle,Dundreary,Benny's Original Motor Works,Garage (Personal Vehicle),Benny's Original Motor Works,1.33 Lowriders: Custom Classics,Can be sold only if purchased (High-End),2016-03-15,1977-79 Lincoln Continental Mark V,virgo2,2,2300,Rear-Wheel Drive,5,Mechanic,GTA Online,104,240000,144000,71.897881,52.499996,23.333334,62.121212,52.46310575,Custom Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
185,Virgo Classic,https://www.gtabase.com/images/gta-5/vehicles/muscle/main/resized/virgo-classic_320x180.jpg,Muscle,Dundreary,Benny's Original Motor Works,Garage (Personal Vehicle),Los Santos Customs,1.33 Lowriders: Custom Classics,Can be sold only if purchased (High-End),2016-03-15,1977-79 Lincoln Continental Mark V,virgo3,2,2200,Rear-Wheel Drive,5,Mechanic,GTA Online,96.75,165000,99000,71.897881,52.749996,24,63.636364,53.07106025,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
184,Virgo,https://www.gtabase.com/images/gta-5/vehicles/muscle/main/resized/virgo_320x180.jpg,Muscle,Albany,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.27 Ill-Gotten Gains Part 1,Can be sold only if purchased (High-End),2015-06-10,Eight generation Cadillac Eldorado,virgo,2,2200,Rear-Wheel Drive,5,Mechanic,GTA Online,97.5,195000,117000,75.11718,70,26.666668,77.575752,62.3399,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
183,Vigero,https://www.gtabase.com/images/gta-5/vehicles/muscle/main/resized/vigero_320x180.jpg,Muscle,Declasse,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold if purchased or stolen,2013-09-17,"Chevy Camaro, Plymouth Barracuda",vigero,2,1800,Rear-Wheel Drive,5,Mechanic,GTA Online,112,21000,12600,75.11718,72.5,26.666668,62.121212,59.101265,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
182,Weaponized Tampa,https://www.gtabase.com/images/gta-5/vehicles/muscle/main/resized/tampa-weaponized_320x180.jpg,Muscle,Declasse,Warstock Cache & Carry,Garage (Personal Vehicle),MOC / Avenger,1.40 Gunrunning Pack,Can be sold only if purchased (High-End),2017-06-13,Roadkill (Twisted Metal),tampa3,2,1400,All-Wheel Drive,4,Mechanic,GTA Online,112.25,2108050,1264830,77.799942,82.500008,16.666668,68.181816,61.2871085,Weaponized Vehicle,Armed Vehicle,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
181,Tampa,https://www.gtabase.com/images/gta-5/vehicles/muscle/main/resized/tampa_320x180.jpg,Muscle,Declasse,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.31 Festive Surprise 2015,Can be sold only if purchased (High-End),2015-12-23,"64 - '73 Ford Mustang, '70/'71 Dodge Dart, '68-'72 Chevrolet Nova, '68 Dodge Charger",tampa,2,1200,Rear-Wheel Drive,4,Mechanic,GTA Online,105.5,375000,225000,75.11718,67.5,26.666668,68.181816,59.366416,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
180,Burger Shot Stallion,https://www.gtabase.com/images/gta-5/vehicles/muscle/main/resized/stallion-burger-shot_320x180.jpg,Muscle,Declasse,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.18 Next Gen Release,Can be sold only if purchased (High-End),2014-11-18,"68 - '69 & '70 - '71 Oldsmobile Cutlass, '70 Plymouth Hemi Barracuda",stalion2,2,1650,Rear-Wheel Drive,5,Mechanic,GTA V Story Mode,113.25,277000,166200,77.26339,77.5,23.333334,68.181816,61.569635,Stock Car,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
179,Stallion,https://www.gtabase.com/images/gta-5/vehicles/muscle/main/resized/stallion_320x180.jpg,Muscle,Declasse,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.18 Next Gen Release,Can be sold only if purchased (High-End),2014-11-18,"68 - '69 & '70 - '71 Oldsmobile Cutlass, '70 Plymouth Hemi Barracuda",stalion,2,1650,Rear-Wheel Drive,5,Mechanic,GTA Online,110.25,71000,42600,77.26339,72.5,23.333334,68.181816,60.319635,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
178,Slamvan Custom,https://www.gtabase.com/images/gta-5/vehicles/muscle/resized/slamvan-custom_320x180.jpg,Muscle,Vapid,Benny's Original Motor Works,Garage (Personal Vehicle),Benny's Original Motor Works,1.33 Lowriders: Custom Classics,Can be sold only if purchased (High-End),2016-03-15,"Rat Rodded 1953–1956 Ford F-Series (pickup form), 1950s Ford F-Series",slamvan3,2,1400,Rear-Wheel Drive,4,Mechanic,GTA Online,117.5,415000,236550,72.434425,62.5,20,71.21212,56.53663625,Custom Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
177,Slamvan,https://www.gtabase.com/images/gta-5/vehicles/muscle/main/resized/slamvan_320x180.jpg,Muscle,Vapid,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.19 Festive Surprise 2014,Can be sold only if purchased (High-End),2014-12-18,"Rat Rodded 1953–1956 Ford F-Series (pickup form), 1950s Ford F-Series",slamvan,2,1200,Rear-Wheel Drive,4,Mechanic,GTA Online,108,49500,29700,72.434425,62.5,20,50,51.23360625,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
176,Sabre Turbo Custom,https://www.gtabase.com/images/gta-5/vehicles/muscle/main/resized/sabre-turbo-custom_320x180.jpg,Muscle,Declasse,Benny's Original Motor Works,Garage (Personal Vehicle),Benny's Original Motor Works,1.33 Lowriders: Custom Classics,Can be sold only if purchased (High-End),2016-04-19,"Chevrolet Chevelle, Oldsmobile Cutlass",sabregt2,2,1300,Rear-Wheel Drive,5,Mechanic,GTA Online,121.25,490000,294000,75.11718,70.5,27.333334,68.484848,60.3588405,Custom Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
175,Sabre Turbo,https://www.gtabase.com/images/gta-5/vehicles/muscle/main/resized/sabre-turbo_320x180.jpg,Muscle,Declasse,Can be stolen / found,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold if purchased or stolen,2013-09-17,"Chevrolet Chevelle, Oldsmobile Cutlass",sabregt,2,1200,Rear-Wheel Drive,5,Mechanic,GTA Online,110.75,15000,9000,75.11718,70,26.666668,68.181816,59.991416,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
174,Ruiner 2000,https://www.gtabase.com/images/gta-5/vehicles/muscle/main/resized/ruiner-2000_320x180.jpg,Muscle,Imponte,Warstock Cache & Carry,Vehicle Warehouse (Special),Los Santos Customs,1.37 Import/Export,Cannot be sold,2016-12-13,"Pontiac Trans Am, KITT from Knight Rider, Imponte Ruiner",ruiner2,2,1300,Rear-Wheel Drive,5,Interaction Menu - Special Vehicles,GTA Online,119,5745600,,81.555809,82.500008,33.333336,63.636364,65.25637925,Armed Vehicle,Special Vehicle,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
173,Ruiner,https://www.gtabase.com/images/gta-5/vehicles/muscle/main/resized/ruiner_320x180.jpg,Muscle,Imponte,Can be stolen / found,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold if purchased or stolen,2013-09-17,Pontiac Trans Am/Chevrolet Camaro,ruiner3,2,1300,Rear-Wheel Drive,5,Mechanic,GTA Online,118.75,10000,6000,77.799942,70,26.666668,66.666672,60.2833205,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
172,Rat-Truck,https://www.gtabase.com/images/gta-5/vehicles/muscle/main/resized/rat-truck_320x180.jpg,Muscle,Bravado,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.19 Festive Surprise 2014,Can be sold only if purchased (High-End),2014-12-18,"1920s Ford Model A pickup, 1940 International Harvester D2",ratloader2,2,1200,Rear-Wheel Drive,4,Mechanic,GTA Online,105.25,37500,22500,72.434425,55,13.333334,50,47.69193975,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
171,Rat-Loader,https://www.gtabase.com/images/gta-5/vehicles/muscle/main/resized/rat-loader_320x180.jpg,Muscle,Bravado,Can be stolen / found,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold if purchased or stolen,2013-09-17,"Rat Rod, 1940s Ford Pickup",ratloader,2,1200,Rear-Wheel Drive,4,Mechanic,GTA Online,102.5,6000,3600,72.434425,55,13.333334,50,47.69193975,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
170,Picador,https://www.gtabase.com/images/gta-5/vehicles/muscle/main/resized/picador_320x180.jpg,Muscle,Cheval,Can be stolen / found,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold if purchased or stolen,2013-09-17,Chevrolet El Camino,picador,2,1600,All-Wheel Drive,5,Mechanic,GTA Online,102.5,9000,5400,72.434425,55,26.666668,62.121212,54.05557625,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
169,Phoenix,https://www.gtabase.com/images/gta-5/vehicles/muscle/main/resized/phoenix_320x180.jpg,Muscle,Imponte,Can be stolen / found,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold only if stolen,2013-09-17,"Chevy Camaro, Pontiac Firebird (2nd generation)",phoenix,2,1700,Rear-Wheel Drive,5,Mechanic,GTA Online,113,,,77.799942,70,26.666668,65.15152,59.9045325,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
168,Nightshade,https://www.gtabase.com/images/gta-5/vehicles/muscle/main/resized/nightshade_320x180.jpg,Muscle,Imponte,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.31 Executives and Other Criminals,Can be sold only if purchased (High-End),2015-12-15,"Chevrolet Camaro, Pontiac GTO/Firebird",nightshade,2,1400,Rear-Wheel Drive,5,Mechanic,GTA Online,104.5,585000,351000,77.799942,62.5,20,68.181816,57.1204395,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
167,Moonbeam Custom,https://www.gtabase.com/images/gta-5/vehicles/muscle/main/resized/moonbeam-custom_320x180.jpg,Muscle,Declasse,Benny's Original Motor Works,Garage (Personal Vehicle),Benny's Original Motor Works,1.30 Lowriders,Can be sold only if purchased (High-End),2015-10-20,1985-1994 Chevrolet Astro/1985-1994 GMC Safari; KK Jeep Liberty,moonbeam2,4,2400,Rear-Wheel Drive,4,Mechanic,GTA Online,102,370000,222000,67.068924,52.499996,13.333334,60.606064,48.3770795,Custom Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
166,Moonbeam,https://www.gtabase.com/images/gta-5/vehicles/muscle/main/resized/moonbeam_320x180.jpg,Muscle,Declasse,Benny's Original Motor Works,Garage (Personal Vehicle),Los Santos Customs,1.30 Lowriders,Can be sold only if purchased (High-End),2015-10-20,1985-1994 Chevrolet Astro/1985-1994 GMC Safari; KK Jeep Liberty,moonbeam,4,2400,Rear-Wheel Drive,4,Mechanic,GTA Online,102,32500,19500,67.068924,52.499996,13.333334,60.606064,48.3770795,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
165,Lurcher,https://www.gtabase.com/images/gta-5/vehicles/muscle/main/resized/lurcher_320x180.jpg,Muscle,Albany,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.30 Halloween Surprise,Can be sold only if purchased (High-End),2015-10-29,"Buccaneer, 1967 Cadillac Funeral Coach",lurcher,2,1800,Rear-Wheel Drive,5,Mechanic,GTA Online,114.25,650000,390000,78.336494,72.5,26.666668,65.15152,60.6636705,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
164,Hotknife,https://www.gtabase.com/images/gta-5/vehicles/muscle/main/resized/hotknife_320x180.jpg,Muscle,Vapid,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold only if purchased (High-End),2013-09-17,"1934 Ford 3-Window Coupe, 1956 Rolls Royce Silver Wraith",hotknife,2,700,Rear-Wheel Drive,5,Mechanic,GTA Online,109.5,90000,54000,75.11718,75,14.333333,56.060608,55.12778025,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
163,Redwood Gauntlet,https://www.gtabase.com/images/gta-5/vehicles/muscle/main/resized/gauntlet-redwood_320x180.jpg,Muscle,Bravado,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.18 Next Gen Release,Can be sold only if purchased (High-End),2014-11-18,"Dodge Challenger, Chevy Camaro",gauntlet2,2,1500,Rear-Wheel Drive,5,Mechanic,GTA V Story Mode,117.25,230000,138000,78.873047,78.75,29.999998,76.060608,65.92091325,Stock Car,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
162,Gauntlet,https://www.gtabase.com/images/gta-5/vehicles/muscle/main/resized/gauntlet_320x180.jpg,Muscle,Bravado,Can be stolen / found,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold if purchased or stolen,2013-09-17,"Dodge Challenger, Chevy Camaro",gauntlet,2,1600,Rear-Wheel Drive,5,Mechanic,GTA Online,113.25,32000,19200,77.799942,75,29.999998,75.757576,64.639379,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
161,Faction Custom Donk,https://www.gtabase.com/images/gta-5/vehicles/muscle/main/resized/faction-custom-donk_320x180.jpg,Muscle,Willard,Benny's Original Motor Works,Garage (Personal Vehicle),Benny's Original Motor Works,1.33 Lowriders: Custom Classics,Can be sold only if purchased (High-End),2016-03-15,1982-1987 Buick Regal; Buick Grand National/T-Type/GNX,faction3,2,1400,Rear-Wheel Drive,5,Mechanic,GTA Online,97.5,695000,417000,75.11718,50,26.666668,71.21212,55.748992,Custom Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
160,Faction Custom,https://www.gtabase.com/images/gta-5/vehicles/muscle/main/resized/faction-custom_320x180.jpg,Muscle,Willard,Benny's Original Motor Works,Garage (Personal Vehicle),Benny's Original Motor Works,1.30 Lowriders,Can be sold only if purchased (High-End),2015-10-20,1982-1987 Buick Regal; Buick Grand National/T-Type/GNX,faction2,2,1200,Rear-Wheel Drive,5,Mechanic,GTA Online,110.75,335000,201000,75.11718,70,26.666668,68.181816,59.991416,Custom Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
159,Faction,https://www.gtabase.com/images/gta-5/vehicles/muscle/main/resized/faction_320x180.jpg,Muscle,Willard,Benny's Original Motor Works,Garage (Personal Vehicle),Los Santos Customs,1.30 Lowriders,Can be sold only if purchased (High-End),2015-10-20,Buick Regal,faction,2,1200,Rear-Wheel Drive,5,Mechanic,GTA Online,110.75,36000,21600,75.11718,70,26.666668,68.181816,59.991416,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
158,Dukes,https://www.gtabase.com/images/gta-5/vehicles/muscle/main/resized/dukes_320x180.jpg,Muscle,Imponte,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.18 Next Gen Release,Can be sold only if purchased (High-End),2014-11-18,"68 - '70 Dodge Charger/Challenger, '68/'69 Pontiac LeMans/GTO/Firebird",dukes,2,1600,Rear-Wheel Drive,5,Mechanic,GTA Online,112.5,62000,37200,77.26339,79.999992,26.666668,68.181816,63.0279665,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
157,Duke O'Death,https://www.gtabase.com/images/gta-5/vehicles/muscle/main/resized/duke-o-death_320x180.jpg,Muscle,Imponte,Warstock Cache & Carry,Garage (Personal Vehicle),Los Santos Customs,1.18 Next Gen Release,Can be sold only if purchased (High-End),2014-11-18,Dodge Charger/Pontiac GTO,dukes2,2,5000,Rear-Wheel Drive,4,Mechanic,GTA Online,114.25,665000,399000,81.555809,87.5,29.999998,68.484848,66.88516375,Armored Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
156,PiÃŸwasser Dominator,https://www.gtabase.com/images/gta-5/vehicles/muscle/main/resized/dominator-pisswasser_320x180.jpg,Muscle,Vapid,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.18 Next Gen Release,Can be sold only if purchased (High-End),2014-11-18,Ford Mustang,dominator2,2,1500,Rear-Wheel Drive,5,Mechanic,GTA V Story Mode,126.5,315000,189000,78.873047,77.5,29.999998,69.696968,64.01750325,Stock Car,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
155,Dominator,https://www.gtabase.com/images/gta-5/vehicles/muscle/main/resized/dominator_320x180.jpg,Muscle,Vapid,Can be stolen / found,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold if purchased or stolen,2013-09-17,Ford Mustang,dominator,2,1600,Rear-Wheel Drive,5,Mechanic,GTA Online,120.25,35000,21000,77.799942,72.5,26.666668,68.181816,61.2871065,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
154,Coquette BlackFin,https://www.gtabase.com/images/gta-5/vehicles/muscle/main/resized/coquette-blackfin_320x180.jpg,Muscle,Invetero,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.28 Ill-Gotten Gains Part 2,Can be sold only if purchased (High-End),2015-07-08,"1957 Corvette Hardtop, Roadster Shop Corvette, Austin-Healey",coquette3,2,1400,Rear-Wheel Drive,4,Mechanic,GTA Online,114.25,695000,417000,81.019249,85,16.666668,69.696968,63.09572125,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
153,Chino Custom,https://www.gtabase.com/images/gta-5/vehicles/muscle/main/resized/chino-custom_320x180.jpg,Muscle,Vapid,Benny's Original Motor Works,Garage (Personal Vehicle),Benny's Original Motor Works,1.30 Lowriders,Can be sold only if purchased (High-End),2015-10-20,"1965 Lincoln Continental, 1965 Chrysler Imperial, 1970s Ford Thunderbird(s)",chino2,2,2400,Rear-Wheel Drive,4,Mechanic,GTA Online,95.5,180000,108000,69.751678,52.499996,20,62.727272,51.2447365,Custom Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
152,Chino,https://www.gtabase.com/images/gta-5/vehicles/muscle/main/resized/chino_320x180.jpg,Muscle,Vapid,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.28 Ill-Gotten Gains Part 2,Can be sold only if purchased (High-End),2015-07-08,"1965 Lincoln Continental, 1965 Chrysler Imperial, 1970s Ford Thunderbird(s)",chino,2,2300,Rear-Wheel Drive,4,Mechanic,GTA Online,94.25,225000,135000,75.11718,70,26.666668,68.181816,59.991416,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
151,Buccaneer Custom,https://www.gtabase.com/images/gta-5/vehicles/muscle/main/resized/buccaneer-custom_320x180.jpg,Muscle,Albany,Benny's Original Motor Works,Garage (Personal Vehicle),Benny's Original Motor Works,1.30 Lowriders,Can be sold only if purchased (High-End),2015-10-20,"Ford Fairlane, Buick Riviera",buccaneer2,2,1600,Rear-Wheel Drive,5,Mechanic,GTA Online,113,390000,234000,78.336494,70,26.666668,65.15152,60.0386705,Custom Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
150,Buccaneer,https://www.gtabase.com/images/gta-5/vehicles/muscle/main/resized/buccaneer_320x180.jpg,Muscle,Albany,Can be stolen / found,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold if purchased or stolen,2013-09-17,"Ford Fairlane, Buick Riviera",buccaneer,2,1600,Rear-Wheel Drive,5,Mechanic,GTA Online,113,29000,17400,78.336494,70,26.666668,65.15152,60.0386705,Gang Vehicle,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
149,Blade,https://www.gtabase.com/images/gta-5/vehicles/muscle/main/resized/blade_320x180.jpg,Muscle,Vapid,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.14 I'm Not a Hipster,Can be sold only if purchased (High-End),2014-06-17,Ford Falcon,blade,2,1200,Rear-Wheel Drive,5,Mechanic,GTA Online,109.75,160000,96000,77.799942,81,26.666668,67.57576,63.2605925,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
148,Zombie Chopper,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/zombie-chopper_320x180.jpg,Motorcycles,Western,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.36 Bikers,Can be sold only if purchased (High-End),2016-10-04,"Harley Davidson Fat Bob Custom, Iron 883",zombieb,2,225,Rear-Wheel Drive,5,Mechanic,GTA Online,113.75,122000,73200,73.507538,72.5,26.666668,56.81818,57.3730965,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
147,Zombie Bobber,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/zombie-bobber_320x180.jpg,Motorcycles,Western,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.36 Bikers,Can be sold only if purchased (High-End),2016-10-04,"Bobber variant of Harley Davidson Fat Bob Custom, Iron 883",zombiea,1,225,Rear-Wheel Drive,5,Mechanic,GTA Online,113.75,99000,59400,73.507538,72.5,26.666668,56.81818,57.3730965,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
146,Wolfsbane,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/wolfsbane_320x180.jpg,Motorcycles,Western,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.36 Bikers,Can be sold only if purchased (High-End),2016-10-04,Harley Davidson 1200,wolfsbane,2,180,Rear-Wheel Drive,5,Mechanic,GTA Online,101.5,95000,57000,69.751678,53.750004,40,50,53.3754205,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
145,Vortex,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/vortex_320x180.jpg,Motorcycles,Pegassi,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.36 Bikers,Can be sold only if purchased (High-End),2016-10-25,Ducati 1199 Panigale Streetfighter,vortex,1,190,Rear-Wheel Drive,5,Mechanic,GTA Online,115.75,356000,213600,79.409599,100,40,65.15152,71.14027975,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
144,Vindicator,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/vindicator_320x180.jpg,Motorcycles,Dinka,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.28 Ill-Gotten Gains Part 2,Can be sold only if purchased (High-End),2015-07-08,"Honda NM4 Vultus, Honda Range Adventure",vindicator,2,280,Rear-Wheel Drive,6,Mechanic,GTA Online,121.25,630000,378000,81.555809,66.25,50,60.000004,64.45145325,KERS Boost,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
143,Vader,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/vader_320x180.jpg,Motorcycles,Shitzu,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.01 Game Launch,Can be sold if purchased or stolen,2013-09-17,Kawasaki Z1000,vader,2,230,Rear-Wheel Drive,5,Mechanic,GTA Online,107.75,9000,5400,75.11718,67.5,36.666668,57.575756,59.214901,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
142,Thrust,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/thrust_320x180.jpg,Motorcycles,Dinka,Legendary Motorsport,Garage (Personal Vehicle),Los Santos Customs,1.13 High Life,Can be sold only if purchased (High-End),2014-05-13,"Honda CTX700, CTX1300, DN-01",thrust,2,270,Rear-Wheel Drive,6,Mechanic,GTA Online,118.25,75000,45000,81.555809,66.25,50,60.000004,64.45145325,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
141,Sovereign,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/sovereign_320x180.jpg,Motorcycles,Western,Southern S.A. Super Autos,Garage (Personal Vehicle),Los Santos Customs,1.15 Independence Day,Can be sold only if purchased (High-End),2014-07-01,Harley Davidson Road King,sovereign,1,250,Rear-Wheel Drive,4,Mechanic,GTA Online,106.25,90000,54000,72.434425,67.5,36.666668,57.575756,58.54421225,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
140,Shotaro,https://www.gtabase.com/images/gta-5/vehicles/motorcycles/main/resized/shotaro_320x180.jpg,Motorcycles,Nagasaki,Legendary Motorsport,MC Clubhouse,Los Santos Customs,1.36 Bikers,Can be sold only if purchased (High-End),2016-11-08,"Lotus C-01, Light Cycle from Tron: Legacy",shotaro,1,230,Rear-Wheel Drive,6,Mechanic,GTA Online,123.75,2225000,1335000,85.579941,100,46.666668,81.818184,78.51619825,,,https://www.gtabase.com/grand-theft-auto-v/vehicles,2022-03-05
